Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free,Egg Free,Fish Free,Peanut Free,Shellfish Free,Treenut Free,Wheat Free,"Craving something sweet and high in protein? Look no further than Premier Protein High Protein 30 G Shakes in Cake Batter Delight! Made with milk protein concentrate and natural and artificial flavors, this delicious shake is perfect for on-the-go or after a workout. With 30 grams of protein, only 3 grams of fat, and 1 gram of sugar per 11 fl oz serving, it's a guilt-free treat that will keep you feeling satisfied. Plus, it's kosher certified! Instacart offers same-day delivery or pickup so you can enjoy this tasty shake whenever you want!",Soy Free
"Garden of Life Protein & Veggie Shake, Chocolate, Organic, Protein + Greens",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8499afca-130b-4f11-9a54-8dc4a1436738.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ab27ce48-5c65-4e6b-8373-d04cb289966a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2ee764ca-9acf-464e-badc-3e8eee7b3ff6.png 4x",,,,"Organic Protein & Greens Blend: Organic Pea Protein, Organic Spinach (leaf), Organic Sprouted Brown Rice Protein, Organic Chia Protein, Organic Alfalfa Grass Juice, Organic Broccoli (stalk & Flower), Organic Navy Bean (sprout), Organic Lentil Bean (sprout), Organic Garbanzo Bean (sprout), Organic Carrot (root), Organic Beet (root), Organic Kale (leaf), Organic Flavor Blend: Organic Cacao, Organic Chocolate Flavor With Other Natural Flavors, Organic Tapioca Fiber, Organic Stevia Extract (leaf), Probiotic & Enzyme Blend: Lipase, Protease, Aspergillopepsin, Beta-glucanase, Cellulase, Bromelain, Phytase, Lactase, Papain, Peptidase, Pectinase, Hemicellulase, Xylanase, Lactobacillus Plantarum Lp-115, Lactobacillus Bulgaricus Lb-87 (1.5 Billion Cfu At The Time Of Expiration).","Smooth, creamy and delicious. Add a scoop to your smoothie or use as a pre/post workout protein source. Shake with water or dairy substitute. Blend in your favorite smoothie. Use in baked recipes instead of flour (amounts vary). Directions: Mix 1 level scoop (scoop included) with 8 oz of water. Delicious with unsweetened almond milk.,Store in a cool dry place.","Manufactured in a facility that also processes egg, milk, soy, wheat, fish, tree nuts and sesame. May contain traces of soy due to agricultural practices.",,,,,,,,,
"Splenda Shake, French Vanilla, Diabetes Care",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cffc4430-64e7-4fee-bda9-3b75339b8f12.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a3cf136b-7b07-4603-9d34-f44e26b1eea6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_601a3e1e-87f5-45bb-a671-9c2d73732a66.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6e646c09-3631-4c1b-9b34-688ecaf0ae24.png 4x",,,"Splenda diabetes care shakes are delicious meal or snack replacements with no added sugar. Each shake is a unique blend of 16g of high-quality protein, carbohydrates, and good-for-you fats to help manage blood sugar and help reduce blood sugar spikes.,• Helps manage blood sugar and helps reduce blood sugar spikes,• Unique blend of 16g high-quality protein, carbohydrates, and good-for-you fats,• Made with Splenda, the #1 recommended sweetener brand among health care professionals clinically treating patients in the United States,• No gritty texture, made with micro-filtered milk protein leaving you with only a smooth & creamy, great tasting shake experience,• #1 Recommended brand by doctors and dietitians","Water, Microfiltered Milk Protein, Canola Oil, Short-chain Fructooligosaccharides, Allulose, Less Than 2% Of Natural And Artificial Flavor, Potassium Citrate, Salt, Sunflower Lecithin, Carrageenan, Dipotassium Phosphate, Splenda® Sucralose, Gellan Gum, Vitamins & Minerals: Magnesium Phosphate, Sodium Ascorbate (vitamin C), Vitamin D3, Vitamin B12","After opening, refrigerate and use within 48 hours.",Contains milk,,,,,,,,,
Bolthouse Farms Protein Plus® Strawberry,,$4.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_22a65687-10aa-4411-877c-d1a08b8d8065.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ba560eb3-45c8-4b9b-ade9-14db20244015.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5b37aaab-468e-4900-8a65-137eaeddf1e7.png 4x",,,"Sweet, hand-selected strawberries are thrown in with 30 grams of protein and 21 vitamins and minerals per bottle to give you a rich strawberry taste and so much more.","Reduced Fat Milk, Water, Cane Sugar, Strawberry Puree, Whey Protein Concentrate, Soy Protein Isolate, Contains 2% Or Less: Natural Flavor, Dipotassium Phosphate, Acacia Gum, Gellan Gum, Ascorbic Acid (vitamin C), Sea Salt, Carrageenan, Vitamin A (palmitate), Beta Carotene (for Color), Vitamin B1 (thiamin Mononitrate), Vitamin B2 (riboflavin), Vitamin B3 (niacinamide), Vitamin B5 (calcium Pantothenate), Vitamin B6 (pyridoxine Hcl), Vitamin B7 (biotin), Vitamin B9 (folic Acid), Vitamin B12 (cyanocobalamin), Vitamin D3 (cholecalciferol), Vitamin E (dl-alpha Tocopheryl Acetate), Calcium (tricalcium Phosphate), Phosphorus (tricalcium Phosphate, Magnesium Phosphate), Magnesium (magnesium Phosphate), Chromium (chromium Chloride), Iodine (potassium Iodide), Iron (ferric Orthophosphate), Zinc (zinc Oxide), Copper (copper Gluconate)","Shake well. Settling is natural.,Perishable. Keep refrigerated.",Contains milk & soy,,,,,,,,,
"Purely Inspired Nutritional Shake, Plant-Based, Organic, Decadent Chocolate",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fa35c06f-0c0b-4570-9f05-2bf3dbe81d54.png 4x,,,"Natural flavor. One Serving Gives You: 20 g plant protein; 7 g fiber; 2 g sugar; active probiotics; fruit & veggie blend. USDA organic. No artificial sweeteners, colors or flavors. Gluten free. Cholesterol free. Non GMO. Amazing taste! America's No. 1 selling organic protein (Based on AC Nielsen xAOC sales data for organic protein powders for 52 weeks ending March 25, 2017). Visit purelyinspired.com for tasty recipes. Note: This product is sold by weight. Some settling may occur. Shake container before use. Certified organic by OCIA. 100% Money-Back Guarantee: If you are not 100% satisfied, simply return it to the place of purchase within 30 days with original receipt for a refund. 100% Quality Commitment Triple Check: quality; purity; taste. The 100% Quality Commitment: Purely Inspired Organic Protein is subject to quality controls. Get Purely Inspired Organic Protein today! Organic Matters: Farmed without the use of unapproved synthetic pesticides and fertilizers. 20 g of plant-based protein. 7 g of dietary fiber, only 3 g net carbs (Net carbs are calculated by subtracting total dietary fiber from total carbohydrates). Organic formula. 0 mg cholesterol. No artificial sweeteners, flavor or colors. Contains organic fruit & vegetable blend. Gluten & cholesterol free. Digestive enzyme & probiotics. Vegetarian & vegan friendly. Omega-3 fatty acid from flax. For more information, including recipes, nutrition and motivational tips, visit us at purelyinspired.com. Facebook: Like us on Facebook. Twitter: PIsupplements. Instagram: PurelyInspiredNutrition. Pinterest: Purely_Inspired. Made in the USA from international ingredients.","Organic Protein Blend (organic Pea Protein, Organic Brown Rice Protein), Organic Cane Sugar, Organic Fruit And Veggie Blend (organic Alfalfa, Organic Spinach, Organic Broccoli, Organic Flaxseed, Organic Blueberry), Organic Guar Gum, Organic Natural Flavors, Organic Rebaudioside A (stevia Extract), Papain, Lactospore Bacillus Coagulans.","Note: This product is sold by weight. Some settling may occur. Shake container before use.,Directions: Mix 1 serving (1 scoop) with 12 oz. of water or non-dairy beverage, like almond, rice or coconut beverage. Stir vigorously or shake well and enjoy.,Store in a cool, dry place (60 degrees F to 80 degrees F).,For lot no. and best before date: see bottle.","Processed in a facility that also processes milk, soy, egg, wheat and tree nut ingredients.",,,,,,,,,
Koia Cinnamon Horchata Protein Beverage,,$4.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ed947fbf-bd17-4e7f-88bc-bb104c44e174.png 4x,Gluten Free,,"We already know that nothing compares to your family’s famous Horchata recipe – but hopefully, our protein-packed, low-sugar take on this traditional sweet treat tastes as close as it can to home.","almond milk (filtered water, almonds), Koia proprietary protein blend (brown rice protein, pea protein, chickpea protein), koia prebiotic fiber (agave fiber, chicory root fiber), organic cane sugar, natural flavors, sunflower lecithin, sea salt, monk fruit extract, cinnamon, locust bean gum and gellan gum.","Shake it like you mean it.,Perishable. Keep refrigerated.,Fresh for 7-10 days after opening.",allergens: contains tree nuts (almonds).,,,,,,,,,
BOOST Plus Rich Chocolate Balanced Nutritional Drink,,$25.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6efba5ef-91d8-4fe2-8d5d-bbfb998d672c.png 4x,Gluten Free,,,"Water, Glucose Syrup, Canola Oil, Sugar, Milk Protein Concentrate, Soy Protein Isolate, Less Than 2% Of Cocoa Processed With Alkali, Vitamins And Minerals‡, Soy Lecithin, Salt, Stevia Leaf Extract, Natural Flavor, Carrageenan, ‡vitamins And Minerals: Potassium Citrate, Calcium Phosphate, Magnesium Chloride, Magnesium Phosphate, Choline Bitartrate, Ascorbic Acid, Sodium Ascorbate, Potassium Chloride, Dl-alpha Tocopheryl Acetate, Ferric Pyrophosphate, Zinc Sulfate, Niacinamide, Calcium Pantothenate, Manganese Sulfate, Copper Gluconate, Pyridoxine Hydrochloride, Thiamine Hydrochloride, Riboflavin, Vitamin A Palmitate, Folic Acid, Potassium Iodide, Vitamin K₁, Chromium Chloride, Sodium Selenite, Sodium Molybdate, Biotin, Vitamin D₃, Vitamin B₁₂",,Contains: milk and soy ingredients,,,,,,,,,
OWYN Smooth Vanilla Protein Shakes 4 Pack Case,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_678e296f-3794-457a-9481-0b47d559bcba.png 4x,,,"Only what you need. 100% plant-based. What's inside matters. Green blends. Peas from North America. Free from the top 8 allergens. The plant-based revolution. Tested for top 8 allergens. OWYN's finished products are independently tested for detection of the top 8 allergens every lot, every time.","Water, Owyn Protein Blend (pea Protein, Organic Pumpkin Seed Protein, Organic Flax Oil), Vegetable Fiber, Organic Cane Sugar, Sunflower Oil, Natural Flavors, Sunflower Lecithin, Guar Gum, Greens Blend (broccoli, Spinach, Kale), Monk Fruit Extract, Himalayan Pink Salt.",{},,,,,,,,,,
Ensure Plant-Based Vegan Protein Chocolate Nutrition Shake | 4 Pack,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_39f5beda-1bc1-4154-8ef9-bef868f79cc6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_307aaf4a-bcd6-4067-88ef-da335e2630fb.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da962e07-42c7-4f59-b66e-0eacd29c5927.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_45595ac6-6503-4155-8d88-ad45ae7b2eb8.jpg 4x",,,"Ensure Plant-Based Protein nutrition shake has 20g of plant-based protein, from a blend of,fava bean and pea, to help support muscles. Each vegan-friendly, non-GMO*,shake is dairyfree, soy-free, and has no artificial sweeteners, colors, or flavors. It also has 25 essential,vitamins and minerals, including vitamins A and D, zinc, and antioxidants (vitamins C & E,and selenium) to support immune health. Each nutrition shake contains 5g fiber to support,digestive health. It comes in 2 delicious flavors. From Ensure, the #1 doctor-recommended,brand.†,This product is gluten-free and suitable for lactose intolerance.,* Ingredients not genetically engineered.,† Among doctors who recommend liquid nutritional products to their patients.","Water, Fava Bean Protein Isolate, Organic Sugar, High Oleic Safflower Oil, Pea Protein Concentrate, Chicory Root Fiber, Cocoa Powder (processed With Alkali), Less Than 0.5% Of: Vitamins And Minerals,† Cellulose Gel, Natural Flavor, Oat Fiber, Sunflower Lecithin, Cellulose Gum, Stevia Leaf Extract, And Monk Fruit Extract, †vitamins And Minerals: Calcium Phosphate, Magnesium Phosphate, Potassium Citrate, Sodium Citrate, Ascorbic Acid, Potassium Hydroxide, Choline Chloride, Ferrous Sulfate, Dl-alpha-tocopheryl Acetate, Niacinamide, Zinc Sulfate, Calcium Pantothenate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Riboflavin, Manganese Sulfate, Vitamin A Palmitate, Copper Sulfate, Folic Acid, Potassium Iodide, Chromium Chloride, Phylloquinone, Sodium Selenate, Vitamin D3 (plant-based), Sodium Molybdate, Biotin, And Vitamin B12","Shake well.,Serve cold.,Refrigerate after opening.",,,,,,,,,,
"Quest Protein Shake, Salted Caramel,",,$12.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3088e58f-ae1c-40c0-a01c-260ee3554ca8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b74a6653-aaa2-430d-b444-b018d3a397e9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b8dc22e6-927a-4308-91cb-4a424706d3c2.png 4x",Gluten Free,,"• SIMPLY MADE WITH 11 INGREDIENTS: The Quest Salted Caramel Protein Shake is a creamy salted caramel shake you can enjoy any time with 30g of protein, 3g carbs and 1g of sugar per shake.,• NATURALLY FLAVORED: Quest Salted Caramel Protein Shakes are sweet tasting refreshments that are non-GMO and naturally flavored.,• SWEET WITHOUT ALL THE SUGAR: Enjoy the refreshing taste of a salted caramel shake with 1g of sugar.,• SHAKE THINGS UP AT HOME: The Quest Salted Caramel Protein Shakes are ready for at-home sipping whenever you're craving an indulgent shake.","Water, Milk Protein Concentrate. Contains Less Than 1% Of The Following: Vegetable Oil (sunflower, Canola, And/or Soybean Oil), Natural Flavors, Lecithin (sunflower, Canola, And/or Soy Lecithin), Salt, Sodium Polyphosphate, Trisodium Phosphate, Gellan Gum, Sucralose.",Shake well before using.,"Contains: milk, soy. Processed in a facility that also processes tree nuts.",,,,,,,,,
"Carnation Breakfast Essentials Complete Nutritional Drink, High Protein, Classic French Vanilla",,$9.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f1f8368a-61f8-4e2e-8a0e-000fcf769a50.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47724d54-0b9b-4f12-bd89-6a327c459235.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2ad21e4-5299-4b09-9f7e-fc39f53c362f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_296c2419-8c2c-4599-a5d2-8368454d0a5d.jpg 4x",Gluten Free,,"Naturally & artificially flavored. Per Serving: 220 calories; 1 g sat fat (5% DV); 200 mg sodium (8% DV); 12 g sugars. Gluten free. 3 g fiber. 2x calcium of a 5.3 oz cup of Greek yogurt. 21 vitamins & minerals. 15 g protein. Produced with genetic engineering. Suitable for lactose intolerance (Not for individuals with galactosemia). Provides Choline: Contains 55 mg choline per serving, which is 10% of the daily value (DV) for choline (550 mg). The nutrition of a balanced breakfast. Nutritional Compass: Nestle Health Science - It's good to know. Excellent Source of: Protein to help build muscles. Calcium & vitamin D to help build strong bones. 21 vitamins & minerals in each bottle of Carnation Breakfast Essentials High Protein Drink. Packed with 15 g protein to start your day right! 3 g Prebio1 fiber (Contains 6 g total fat per serving) (Prebio1 is a proprietary blend of prebiotic fiber to support digestive health). Questions/Comments: 1-800-289-7313 Monday-Friday, 8 am - 8 pm ET. Scan this code for more information about this and other Carnation Breakfast Essential products. For product information and recipe ideas visit us at carnationbreakfastessentials.com. Try our other product varieties and flavors! Nutritional information varies for each variety. Please recycle this overwrap.","Water, Glucose Syrup, Milk Protein Concentrate, Sugar, Canola Oil, And Less Than 2% Of Vitamins And Minerals++, Soy Protein Isolate, Calcium Caseinate, Sodium Caseinate, Cellulose Gel And Gum, Salt, Natural Flavor, Carrageenan, Stevia Leaf Extract","Once opened, unused portions should be tightly covered, refrigerated and used within 24 hours. Do not freeze. Shake well before using. Serve cold.",Contains: milk and soy ingredients,,,,,,,,,
"SlimFast Meal Replacement Shake, Vanilla Cream",,$9.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea5229d1-c892-45c8-adf7-36cbddf612a9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8dd08293-f4c1-468d-a546-7374392d4fac.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_296a7f96-b793-493e-b98d-da4c598e1df1.png 4x",Gluten Free,,"Shake up your day with Advanced Nutrition Vanilla Cream. After one sip, you might start using “vanilla” as a synonym for “exciting.” Delicious and nutritious, it’s packed with 20g of protein, 5g of fiber and 24 vitamins and minerals with only 1g of sugar. This shake is rich, creamy and sweet, yet low in carbs with less sugar. It’s the perfect way to lose weight — and keep it off. Part of the clinically proven SlimFast Plan, these shakes make weight loss as easy as 1-2-3. Enjoy one sensible meal, two SlimFast meal replacements, and three snacks. The SlimFast Plan is clinically proven to help you lose weight fast and keep it off! †Not a low-calorie food.","Water, Milk Protein Concentrate, Canola Oil, Maltodextrin, Cellulose Gel, Cellulose Gum, Natural And Artificial Flavor, Potassium Phosphate, Mono And Diglycerides, Potassium Citrate, Soy Lecithin, Salt, Sucralose, Carrageenan. Vitamins And Minerals: Magnesium Phosphate, Sodium Ascorbate, Calcium Phosphate, Vitamin E Acetate, Zinc Gluconate, Ferric Orthophosphate, Niacinamide, Calcium Pantothenate, Manganese Sulfate, Vitamin A Palmitate, Pyridoxine Hydrochloride, Thiamin Mononitrate, Riboflavin, Chromium Chloride, Folic Acid, Biotin, Sodium Molybdate, Potassium Iodide, Phytonadione (vitamin K1), Sodium Selenite, Cyanocobalamin (vitamin B12), Cholecalciferol (vitamin D3).",{},Contains milk and soy.,,,,,,,,,
