Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free,"Imagine drizzling rich, fruity goodness onto your pancakes or waffles. Picture yourself sipping a refreshing drink bursting with flavors of juicy blackberries. With Torani Blackberry Syrup, you can make these delicious dreams a reality. Made with real sugar and natural flavors, this syrup is perfect for adding a touch of sweetness to your drinks and desserts. At only 90 calories per serving, it's an indulgent treat that won't derail your healthy eating goals. And with Instacart's same-day delivery or pickup, you can enjoy the tangy taste of ripe blackberries whenever you want them!","Indulge in the sweet, tropical taste of fresh passion fruit with Torani Passion Fruit Syrup. This golden syrup delivers a distinct, ripe flavor without being too strong or tart. Made with natural ingredients like pure cane sugar and cold-filtered water, this syrup is perfect for adding a fruity twist to your iced teas, lemonades, cocktails, and more. Torani's expertly crafted syrups have been a go-to for mixologists since 1925 and are now available for Instacart same-day delivery or pickup. Elevate your beverage game with the lush taste of fresh passion fruit—your taste buds will thank you!","Satisfy your craving for tart and fruity with Torani Pomegranate Syrup. This intense red syrup packs a punch of pomegranate flavor that is never too sweet. Thanks to its gluten- and fat-free formulation, Torani Pomegranate Syrup makes a great addition to drinks, desserts, and more without adding extra calories. Impress your guests with a pomegranate soda or add this syrup to your favorite cocktail for an elevated drink experience. Made with natural flavors and pure cane sugar, this kosher-certified syrup is a must-have for any food lover's pantry. Get Torani Pomegranate Syrup today through Instacart's same-day delivery or pickup!",Egg Free,"Savor the taste of freshly toasted marshmallows in your drink with Torani Toasted Marshmallow Syrup! Made with natural flavors, pure cane sugar, and cold-filtered water, this syrup delivers an authentic and not-too-sweet taste to your favorite drinks. Perfect for hot or iced coffee-based beverages, espresso drinks, dessert cocktails, and shakes, this syrup pairs well with chocolate and caramel flavors. Torani Original Syrups provide gold-standard flavors without curdling in milk. Founded in 1925 in San Francisco, Torani has a portfolio of over 150 syrups used globally. Instacart offers same-day delivery or pickup—indulge today!","Make your coffee a masterpiece with Torani Tiramisu Syrup, perfect for Instacart same-day delivery or pickup. This non-alcoholic and caffeine-free syrup evokes the flavors of the celebrated Italian dessert, with rich mascarpone, coffee-soaked ladyfingers, and Marsala wine. Made with natural ingredients like pure cane sugar and citric acid, it's also suitable for vegans, vegetarians, and those who keep kosher. You'll love how this syrup adds a touch of decadence to your drinks without any added fats or gluten. Try it in your latte or mocha and experience the delicious taste of tiramisu in every sip.","Craving the taste of raw cookie dough? Look no further than Torani Chocolate Chip Cookie Dough Syrup, now available on Instacart for same-day delivery or pickup. This syrup packs bakery notes and rich butter flavor into every drop, with just a touch of salt to balance the sweetness. And the best part? It's fat-free, gluten-free, and kosher, so everyone can enjoy it guilt-free. With only 90 calories per serving and 22 grams of sugar, you can add this syrup to your mocha or any drink for a delicious treat. Don't wait—indulge in the taste of cookie dough without the raw eggs!","Satisfy your coffee cravings with Bosco Coffee Flavored Syrup, now available on Instacart for same-day delivery or pickup. This 22 oz bottle of goodness is made with high fructose corn syrup, water, natural coffee flavor, potassium sorbate, sodium benzoate, salt, sodium bisulfate, and caramel color. The fat-free and gluten-free syrup is also kosher and vegetarian-friendly. Each serving of 20 g contains only 50 calories and no cholesterol or fat. With a delicious taste of coffee in every pour, you can elevate your morning pancakes or french toast to the next level. Try Bosco Coffee Flavored Syrup today on Instacart!","Savor the sweet taste of summer with Torani Peach Puree Blend, perfect for smoothie lovers. Made from real peaches, this puree blend packs a punch of natural fruity flavor without any artificial sweeteners. Each serving contains only 70 calories, making it an excellent option for those who want to indulge in a delicious beverage without the guilt. This product is conveniently available on Instacart for same-day delivery or pickup at your local store, making it easier than ever to enjoy a refreshing smoothie whenever you want. Simply blend with your favorite ingredients and you'll be transported to a sunny day no matter where you are!"
Torani Cherry Lime Syrup,$10.09,$10.66, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_79300f86-01ac-46c8-975f-90e5db982e89.png 4x,Gluten Free,,Sweet maraschino cherries. The clean citrus flavor of limes. One happy bottle containing both. Wow your guests with a cherry limeade at your next party. Don't have a party on the calendar? Schedule one now. This syrup is that good.,"Pure Cane Sugar, Water, Natural Flavors, Citric Acid, Sodium Benzoate (to Preserve Freshness), Fd&c Red #4, Fd&c Yellow #6.",Perfect Flavor For: Handcrafted sodas; Iced teas; Lemonades.,Provided by retailers,,,,,,,,,,
First Street Jamaica,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6f11f6d7-5004-410c-a32b-cc76914bfd91.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a9b62400-0e87-4482-9c57-0f33ceae5708.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_223b77e6-eeea-40b4-883d-d3936b19a793.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_657bfc2e-bd0a-478f-b3ed-04e69b97f904.png 4x",,,"Hibiscus blossom beverage concentrate. Natural & artificial Jamaican flavors. Per 2 2/3 Tbsp Serving: 100 calories; 0 g sat fat (0% DV); 5 mg sodium (0% DV); 25 g total sugars Makes 3 gallons. Since 1871. Welcome to First Street! For over 145 years we have been committed to offering high quality products, at great value, to families and businesses in the communities we serve. Take a walk down First Street and enjoy the wide variety of exclusive products we offer. 100% guaranteed or your money back.","High Fructose Corn Syrup, Water, Less Than 2% Of: Hibiscus Extract, Natural And Artificial Flavor, Citric Acid, Propylene Glycol, Salt, Tragacanth Gum, Red 40, Sodium Benzoate (preservative).","Shake well.,To Prepare: Mix with 5 parts chilled water. Shake well before using. Makes 3 gallons.,Refrigerate after opening.",,,,,,,,,,,
Torani Puremade Hazelnut Syrup,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a147dd56-c4ea-44ee-bb61-53722178872b.jpg 4x,,,"With a perfect balance of sweet and creamy, this syrup delights with a buttery, toasted hazelnut flavor. GMO-free with no artificial flavors, colors or preservatives, it's the perfect syrup for flavoring lattes, cold brew and frozen blended drinks without compromise.","Pure Cane Sugar, Water, Natural Flavors, Caramel, Salt, Citric Acid.",,,,,,,,,,,,
Torani Brown Sugar Cinnamon Syrup,$10.09,$10.66, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_848a52f4-deff-42f9-8635-377ac22f2406.png 4x,Gluten Free,,Brown sugar and cinnamon – a pair that's right at home in your oatmeal. Or adored in that special favorite treat you grab at the bakery. Give your latte or coffee that amazing flavor with this syrup. It's your world. A sweet brown sugar and cinnamon world. Flavor for all. Opportunity for all.,"Pure Cane Sugar, Water, Natural Flavors, Sodium Benzoate (to Preserve Freshness), Citric Acid, Caramel Color, Potassium Sorbate (to Preserve Freshness).",,Provided by retailers,,,,,,,,,,
Torani Cheesecake Syrup,$10.09,$10.66," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fa4b3b61-a042-4e28-940e-2cfceb6729d2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1ac1e454-bf8c-49f7-ae58-5afea38baa0b.png 4x","Gluten Free,Milk Free",,Authentic New York cheesecake with our San Francisco touch. We've managed to harness the rich and creamy flavor of this popular indulgence. The result is a smooth syrup that your coffee is begging for. Flavor for all. Opportunity for all.,"Pure Cane Sugar, Water, Natural Flavors, Salt, Citric Acid, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Caramel Color.",,Provided by retailers,,,,,,,,,,
Torani Butter Rum Syrup,$10.09,$10.66, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b8ece5fe-7d96-43cd-977c-7785855d0662.png 4x,"Gluten Free,Milk Free",,"A buttered rum is a cocktail everyone loves. Our syrup echoes that sweet treat. But without the alcohol. So you can add a shot to your latte without worrying about who's going to drive you home. But if you are mixing ""grown up drinks,"" this syrup can make cocktail hour a hoot. Flavor for all. Opportunity for all.","Pure Cane Sugar, Water, Natural Flavors, Potassium Sorbate, Sodium Benzoate (to Preserve Freshness), Citric Acid, Caramel Color.",Perfect flavor for: lattes; iced coffees; milk shakes.,Provided by retailers,,,,,,,,,,
Island Oasis Strawberry Fruit Puree Beverage Mix,,$8.73Buy 12 for $100.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4824268b-5e13-4c3f-8226-c8a3a4e5fe0a.jpg 4x,"Gluten Free,Milk Free",,"A shelf stable, pasteurized fruit puree beverage mix made with real strawberries and used to make daquiris, smoothies, frozen drinks, cocktails, mocktails and more.","Strawberry Puree, Water, Cane Sugar, Pectin, Citric Acid, Lemon Juice Concentrate, Malic,Acid, Fruit and Vegetable Juice for Color, Natural Flavor, Lime Juice Concentrate.","For a 12 fl oz smoothie, mix 5 fl oz of Island Oasis mix with 7 oz of ice and blend. For a frozen cocktail mix 4 fl oz of Island Oasis mix, 1 fl oz liquor and 7 oz of ice and blend. For a rocks cocktail, mix 3 fl of Island Oasis mix with 3 fl oz of water and 1 fl of liquor, shake or stir and pour over ice.",,,,,,,,,,,
Torani Gingerbread Syrup,$10.09,$10.66," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f45c3f55-159b-4c03-845d-e0125b7917ac.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_694ac398-462c-40aa-b454-56f9d9b19812.png 4x","Gluten Free,Milk Free",,"Run, run as fast as you can. You'll want to catch this gingerbread man. The flavor of ginger snaps reminds you of cheerful holiday times. The fresh-from-the-oven taste of this syrup gives off hints of cinnamon and molasses. All this means your coffee and lattes are about to get pretty amazing. Flavor for all. Opportunity for all.","Pure Cane Sugar, Water, Natural Flavors, Salt, Citric Acid, Sodium Benzoate (to Preserve Freshness), Caramel Color.",,Provided by retailers,,,,,,,,,,
Torani Tiramisu Syrup,$6.80,$7.37, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8bf9fa1f-b62c-46ea-9319-4480c85fde02.png 4x,,,"Make your mocha sing...an aria. Pick up this pick-me-up (tiramisu means ""pick me up"" in Italian), and add it to your coffee, latte or whatever else you desire. Evocative of the celebrated Italian dessert, you taste coffee-soaked ladyfingers, rich mascarpone, and even Marsala. It's like having a dessert in your cup. Plus, it's non-alcoholic and caffeine-free. Flavor for all. Opportunity for all.","Pure Cane Sugar, Water, Natural Flavors, Citric Acid, Sodium Benzoate And Potassium Sorbate (to Preserve Freshness).",,Provided by retailers,,,,,,,,,,
Rooh Afza Summer Drink Of East,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_19c27751-f7d7-41fc-a136-fd2f7a34d7e1.jpg 4x,,,,,,,,,,,,,,,,
Torani Orange Syrup,$10.09,$10.66," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b96a8565-b859-4b94-8551-50c956b4f2ed.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a0150fa4-24b9-4adc-8bae-f5b927ad2538.png 4x","Gluten Free,Milk Free",,"When you start with Valencia oranges the finished product is bound to be special. And this syrup does not disappoint. Imagine strolling through a fragrant orchard alive with fresh fruit. Sweet and citrusy, it's brilliantly versatile. Since it mixes perfectly in milk, use it in anything: from orange creamsicles and sodas to milkshakes. Be prepared: your guests will want an encore.,Perfect for beverages and great as a dessert topping! Torani syrup is also tasty added to iced tea, lemonade, handcrafted soda, protein drinks, mixed drinks, smoothies and even as the secret ingredient in home-baked treats. Torani Original Syrups provide gold-standard flavors and vibrant colors to create amazing drink experiences. Torani Flavored Syrups are made with pure cane sugar, natural flavors, and cold-filtered water. In 1925, Rinaldo and Ezilda Torre create hand-crafted syrups from recipes brought over from Lucca, Italy to the North Beach neighborhood in San Francisco, California. The first flavors are Anisette, Grenadine, Lemon, Orgeat, and Tamarindo. By 1933 and the end of Prohibition, Ezilda is one of the first female rectifiers of distilled spirits in the US. She leads Torani through the Great Depression and WWII. In 1982 our Vanilla helps create some magic and is used in the first flavored latte. After seeing its success, we begin to focus on the specialty coffee industry. Our “mmm” factor. We started with just five syrups and have since grown to a portfolio of over 150 sold around the globe. That’s a lot of flavor—how do we do it? Our flavor experts’ study global trends to learn what people are craving, and then we use our gold standard process to capture the essence of that flavor in a bottle. It’s not magic, but it gives you the power to create some pretty magical drinks. For the love of flavor. Our purpose is “Flavor for all, Opportunity for all.®” This means that we believe every single bottle of Torani carries two promises: Each bottle promises amazing flavor for your creative beverages, from a classic vanilla latte to a bold, unexpected cocktail. Our flavors can be used however you choose. Liven up a coffee, add pizzazz to a soda, or put more oomph in your iced tea. There’s no wrong way to go about it. We have flavors for every moment, so you can flavor your way, no matter where life takes you. Each bottle also promises our dedication to help all the people, partners, and communities we touch thrive. We believe that everything starts with people and that businesses can, and should, create more opportunities for people. Key Features: Sweet and citrusy Valencia orange cream flavor. Made with natural flavors and cold filtered water. Made with pure cane sugar. Use in iced tea, lemonades, handcrafted soda, smoothies and other mixed drinks.","Pure Cane Sugar, Water, Natural Flavors, Sodium Benzoate (to Preserve Freshness), Citric Acid, Potassium Sorbate (to Preserve Freshness), Fd&c Yellow #6.",,Provided by retailers,,,,,,,,,,
Torani Chocolate Chip Cookie Dough Syrup,$10.09,$10.66," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_189fa85e-25fc-4833-98c3-602320c5a55a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1d9ec781-4e74-49ab-8087-c0d78187342b.png 4x",Gluten Free,,"Admit it. If you're like us, you always manage to sneak a piece of raw cookie dough before it’s put in the oven. That's why cookie dough ice cream is such a hit. Here's an easier way to get that taste you love. Lurking within this gem are bakery notes and hints of rich butter. Sweet with just a touch of salt. Your mocha will thank you. Flavor for all. Opportunity for all.","Pure Cane Sugar, Water, Natural And Artificial Flavors, Citric Acid, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Caramel Color.",,Provided by retailers,,,,,,,,,,
Torani Ruby Red Grapefruit Syrup,$10.09,$10.66," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7356e8cd-231f-45bc-8b6c-2fb9f721ed6d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f0790b1a-8fef-413d-99e9-51fed76df148.png 4x",Gluten Free,,"Take a quick little jaunt to Florida. Flavor your drink with this Ruby Red Grapefruit Syrup, and you will swear you're in the Sunshine State. The perfect balance of sweet and tart welcomes you to a citrus heaven. Perfect for beverages! Torani syrup is also tasty added to coffee, ice tea, lemonade, handcrafted soda, protein drinks, mixed drinks, mocktails cocktails, smoothies and even as the secret ingredient in home-baked treats. Torani Original Syrups provide gold-standard flavors and vibrant colors to create amazing drink experiences. Torani Flavored Syrups are made with pure cane sugar, natural flavors, and cold-filtered water. In 1925, Rinaldo and Ezilda Torre create hand-crafted syrups from recipes brought over from Lucca, Italy to the North Beach neighborhood in San Francisco, California. The first flavors are Anisette, Grenadine, Lemon, Orgeat, and Tamarindo. By 1933 and the end of Prohibition, Ezilda is one of the first female rectifiers of distilled spirits in the US. She leads Torani through the Great Depression and WWII. In 1982 our Vanilla helps create some magic and is used in the first flavored latte. After seeing its success, we begin to focus on the specialty coffee industry. Our “mmm” factor. We started with just five syrups and have since grown to a portfolio of over 150 sold around the globe. That’s a lot of flavor—how do we do it? Our flavor experts’ study global trends to learn what people are craving, and then we use our gold standard process to capture the essence of that flavor in a bottle. It’s not magic, but it gives you the power to create some pretty magical drinks. For the love of flavor. Our purpose is “Flavor for all, Opportunity for all.®” This means that we believe every single bottle of Torani carries two promises: Each bottle promises amazing flavor for your creative beverages, from a classic vanilla latte to a bold, unexpected cocktail. Our flavors can be used however you choose. Liven up a coffee, add pizzazz to a soda, or put more oomph in your iced tea. There’s no wrong way to go about it. We have flavors for every moment, so you can flavor your way, no matter where life takes you. Each bottle also promises our dedication to help all the people, partners, and communities we touch thrive. We believe that everything starts with people and that businesses can, and should, create more opportunities for people. Key Features: Sweet and tart Ruby Red grapefruit flavor. Made with natural flavors and cold filtered water. Made with pure cane sugar. Use in handcrafted soda, iced teas, lemonades, mocktails and cocktails.","Pure Cane Sugar, Water, Citric Acid, Tartaric Acid, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Natural Flavors, Acacia Gum, Ester Gum, Fd&c Red #40.",,Provided by retailers,,,,,,,,,,
Jamaican Choice Ginger Beer Syrup,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_872a6856-308f-42a5-b891-a97defe02e03.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6148f6f4-65cd-4baf-8d70-26b01a751272.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b627eac2-3648-4987-a727-a969a0c36ed6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_56695d00-57ce-4edb-a60f-64061d0a824e.jpg 4x",,,,"Cane Sugar, Water, Citric Acid, Approved Artificial Flavours, Approved Artificial Food Colours, Caramel, 0.1% Sodium Benzoate (preservative)",,,,,,,,,,,,
