Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Traditional Medicinals Organic Smooth Move Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4b312bed-db88-4c99-baa9-ff9e16c8c369.png 4x,"Ease occasional constipation overnight with our senna-based tea*. We source our senna primarily from small family farmers in India’s Thar Desert, where our work supports women’s education and water collection initiatives. Sip before bedtime and sleep easy, knowing you’ll be back in action by morning.","Proprietary Blend: Organic Licorice Root, Organic Fennel Fruit, Organic Orange Peel, Organic Cinnamon Bark, Organic Coriander Fruit, Organic Ginger Rhizome, Organic Orange Peel Oil on Gum Arabic.",POUR 8 oz. freshly boiled water over 1 tea bag. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"Notice: This product contains senna leaf. Read and follow directions carefully. Do not use if you have or develop diarrhea, loose stools, or abdominal pain because senna leaf may worsen these conditions and be harmful to your health. Consult your physician if you have frequent diarrhea, or if you are pregnant, nursing, taking medication or have a medical condition. Directions: Adults and children 12 years and older: drink 1 cup preferably at bedtime. Contraindications: Do not use if you have ileus, intestinal obstruction, intestinal stenosis, atonic bowel, acute intestinal inflammation (e.g. Crohn's disease, ulcerative colitis), appendicitis, abdominal pain of unknown origin, severe dehydration states with water and electrolyte depletion. Do not use if you have Known allergies to plants of the parsley (Apiaceae) family. See bottom panel for additional warnings. Warnings: Do not use laxative products when abdominal pain, nausea, or vomiting are present unless directed by a doctor. If you have noticed a sudden change in bowel habíts that persists over a period of 2 weeks, consult a doctor before using a laxative. Laxative products should not be used for a period of longer than 1 week unless directed by a doctor. Rectal bleeding or failure to have a bowel movement after use of a laxative may indicate a serious condition. Discontinue use and consult your doctor. Senna may produce abdominal pain, cramping or diarrhea. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. Drink responsibly and follow all directions for use. Please remember that Smooth Move products are not meant to be used for cleansing or as diet aids.",,
Snapple Peach Tea,,$2.69,,"All natural. You've got great taste. Check this stuff out. Peachy!,• Kosher,• Gluten Free,• Natural,• No Artificial Flavors,• No Artificial Sweeteners","Filtered Water, Sugar, Citric Acid, Tea, Natural Flavors.","Shake it! Then shake the bottle too. Settling is natural.,Refrigerate after opening.",Reject if button is up.,Gluten Free,
Bigelow Vanilla Chai Black Tea,$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb9bc635-7dd0-48cd-883d-931f5df84d29.jpeg 4x,"Smooth vanilla blended with flavorful spices-sweet and spicy all at the same time. Natural & artificially flavored. Gluten free. Caff-O-Meter (Represents average caffeine content; individual products may vary) Content Per Serving: Coffee 100-120 mg; Black tea 30-60 mg; Green tea 25-50 mg; Decaf tea 1-8 mg; Herbal tea 0 mg. Non-GMO. Family tea blenders since 1945. 20 Tea bags individually wrapped in foil pouches. Freshness stays in air and moisture stay out. America's classic. Protected in foil. Because flavor matters: Our family selects ingredients so carefully that they must protect them in foil to allow you to experience their full Flavor; Freshness; Aroma. Our Family is Proud of Our Recipe: Each ingredient below has been carefully selected by the Bigelow family to deliver an uncompromised tea experience. Times Change Our Tea Doesn’t: Taste will always be our family's number one priority. You can always count on superior quality and ingredients which is what makes every cup of Bigelow tea so special. While our packaging has evolved over the years. One thing remains timeless: our recipes. Since 1945. we've been committed to excellence and now we are excited to share with you our refreshed look. We feel this new design truly represents the beauty of our teas. We hope you agree. 2003; 2012; 2017. Our Promise: We love to hear what you have to say. If you do call our Consumer Services Crew please reference the code on our box. bigelowtea.com. Ethical Tea Partnership. Benefit Corporation. Proud to be Zero-Landfill Company. Our boxes, tea bags, strings and tags are 100% biodegradable. Blended and packaged in the USA. Manufactured in the USA 100% American family owned.","Black Tea, Spices, Natural And Artificial Flavors (soy Lecithin)","2 Steps to a Great Cup: Be sure to start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 2 minutes (or whatever time you like), remove bag (but no squeezing please!). For Iced Tea by the Glass: Steep a little longer. Pour over ice.,2 Steps to a Great Cup: Be sure to start with fresh cold water and bring to a rolling boil. Pour over teabag, steep for 4 minutes (or whatever time you like), remove bag (but no squeezing please!) For Iced Tea by the Glass: Steep a little longer. Pour over ice.",,Gluten Free,
"Pure Leaf Tea, Real Brewed, Blackberry",,$3.07, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9089d064-0e44-4253-810f-1d1dffc62539.jpg 4x,,"Brewed Black Tea*, Sugar, Citric Acid, Natural Flavor, Citrus Pectin.",Refrigerate after opening.,,,
Traditional Medicinals Organic Throat Coat Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_050add0d-472f-466c-85e1-d329b48d7283.png 4x,"The slippery elm tree has played an important role in Native American herbal medicine for hundreds of years. Inspired by its traditional use, we source our slippery elm domestically, where families collect the bark sustainably by hand to protect the trees for future generations.","All Herbal Ingredients: Organic Licorice Root (38% Fairwild Certified Ingredients by Dry Weight, www.fairwild.org), Organic Slippery Elm Bark, Organic Licorice Root Dry Aqueous Extract 6:1, Organic Marshmallow Root. Proprietary Blend: Organic Wild Cherry Bark (Prunus Serotina), Organic Fennel Fruit, Organic Cinnamon Bark, Organic Orange Peel.",POUR 8 oz. freshly boiled water over 1 tea bag. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"Consult your healthcare practitioner prior to use if you have low potassium levels; if you are taking diuretics, corticosteroids, cardiac glycosides such as digoxin, potassium depleting medications or if you are pregnant or breastfeeding. Do not use this product if you have high blood pressure, heart disease, or impaired kidney or liver function; or if you are allergic to plants in the parsley (Apiaceae) family. Not recommended for use with children under 12 years of age.",,
Celestial Seasonings Sleepytime Extra Tea,,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c1036a40-1e28-4221-ab22-4e4bde1368c4.png 4x,"Herbal Supplement. Gluten free. Caffeine free. Non GMO Project verified. nongmoproject.org. Promotes relaxation. With calming valerian. Responsible sourcing. We purchase most of our ingredients directly from the farming communities that grow them. Quality ingredients. We blend our teas from the finest ingredients, with no artificial flavors, colors or preservatives. Happiness lies first of all in health. George William Curtis. The Original Bedtime Tea: More than 40 years ago, we created a truly soothing herbal tea to help folks wind down the day. We named it Sleepytime tea and it quickly became everyone's favorite bedtime tea. Today, our calming Sleepytime blend of botanicals is available in herbal, decaf green and wellness teas, so you can always find the perfect cup for your bedtime routine. Please use this number in all correspondence related to this product. This relaxing herbal tea starts with our time-honored Sleepytime blend of chamomile, spearmint and other soothing herbs. We then add valerian, long trusted as a natural sleep aid, for an especially calming cup. Charlie Baden, Blendmaster. celestialseasonings.com/csr. celestialseasonings.com. Learn more at celestialseasonings.com/csr. Printed on 100% recycled paper (min. 35% post-consumer). Sustainable packaging. We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year. (These statement has not been evaluated by the Food and Drug administration. This product is not intended to diagnose, treat, cure or prevent any disease.) The Original Bedtime Tea,More than 40 years ago, we created a truly soothing herbal tea to help folks wind down the day. We named it Sleepytime® tea and it quickly became everyone's favorite bedtime tea. Today, our calming Sleepytime® blend of botanicals is available in herbal, decaf green and wellness teas, so you can always find the perfect cup for your bedtime routine.; This relaxing herbal tea starts with our time-honored Sleepytime® blend of chamomile, spearmint and other soothing herbs. We then add valerian, long trusted as a natural sleep aid, for an especially calming cup.*,Charlie Baden,,Celestial Seasonings Blendmaster; Blended with Care from Seed to Sip,• Responsible Sourcing. We purchase most of our ingredients directly from the farming communities that grow them.,• Quality Ingredients. We blend our teas from the finest ingredients, with no artificial flavors, colors or preservatives.,• Sustainable Packaging. We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year.,• Wellness Tea,• Promotes Relaxation","Other Ingredients: Spearmint, Lemongrass And Hawthorn",{},"Warning: For adults only. If you are taking prescription medication, or are pregnant or nursing, consult your health care provider prior to using this product. Persons with allergies to the daisy family may be sensitive to chamomile. Do not drive or operate machinery after consuming this product.",Gluten Free,
Guayakí Organic Bluephoria Yerba Mate,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9eff33e2-519f-494c-82c4-b4f6ae2d8f2f.png 4x,"Bluephoria provides a euphoric burst of blueberry, elderberry, and yerba mate. At Guayaki, we are about much more than just mate: we believe that yerba mate culture is an invitation to life. The regeneration of the planet is the heart of our business model. Everytime you purchase Guayaki you are creating a positive global impact that we call Market Driven Regeneration, which is the driving force behind everything we do.","Purified Water, Organic Cane Sugar (Fair Trade Ingredient), Organic Yerba Mate Extract (Fair Trade Ingredient), Organic Brewed Yerba Mate and Elderberries (Purified Water, Organic Yerba Mate (Fair Trade Ingredient), Organic Elderberries), Organic Blueberry Juice Concentrate, Citric Acid, Organic Elderberry Juice Concentrate, Organic Blueberry Natural Flavor, Organic Caffeine.",Serve chilled.,"Not recommended for children, pregnant/breastfeeding women, or individuals sensitive to caffeine.",Gluten Free,
AriZona Green Tea with Ginseng and Honey,$1.19,$1.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_01a9110b-9220-43a3-ae0c-36a280941d14.jpeg 4x,"AriZona® Green Tea with Ginseng and Honey.,23 FL. OZ. - 680 ml.","Premium Brewed Green Tea Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Honey, Citric Acid, Natural Flavors, Ginseng Extract, Ascorbic Acid (vitamin C).","Refrigerate after opening.,Shake well.",,,
AriZona Sun Brewed Style Iced Tea with Lemon Flavor,$6.09,$7.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9752d06e-115a-41d6-9470-2032a57ac35b.jpeg 4x,"AriZona® Sun Brewed Style Iced Tea With Lemon Flavor.,100% natural.,128 fl oz (1 gal) - 3.78 l.","Premium Brewed Blend Of Black Teas Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Citric Acid, Natural Lemon Flavor.","Shake well.,Refrigerate after opening.",,,
Guayakí Revel Berry Yerba Mate,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a110a2d6-8c2e-47f9-948a-1efecbadf821.png 4x,"Revel Berry provides a melodic blend of raspberry, blackberry, hibiscus, and yerba mate. At Guayaki, we are about much more than just mate: we believe that yerba mate culture is an invitation to life. The regeneration of the planet is the heart of our business model. Every time you purchase Guayaki you are creating a positive global impact that we call Market Driven Regeneration, which is the driving force behind everything we do.","Purified water, organic cane sugar*, organic yerba mate extract*, organic yumberry juice concentrate, organic brewed yerba mate and hibiscus flower (purified water, organic yerba mate*, organic hibiscus flower), citric acid, organic raspberry/blackberry natural flavor, organic caffeine. *Fair trade ingredient",Shake gently. Serve chilled.,Contains ~ 150 mg caffeine per can (458 ml),Gluten Free,
Guayakí Organic Enlighten Mint Yerba Mate,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2d46ba5e-7fd7-4348-9ef2-a14582f0d878.png 4x,"Enlighten Mint is a blend of peppermint, yerba mate, and a touch of honey. At Guayaki, we are about much more than just mate: we believe that yerba mate culture is an invitation to life. The regeneration of the planet is the heart of our business model. Everytime you purchase Guayaki you are creating a positive global impact that we call Market Driven Regeneration, which is the driving force behind everything we do.","Purified water, organic cane sugar*, organic yerba mate extract*, organic brewed yerba mate and peppermint (purified water, organic yerba mate*, organic peppermint leaf), organic honey*, citric acid, organic mint natural flavor, organic caffeine. *Fair trade ingredient",Serve chilled.,"Not recommended for children, pregnant/breastfeeding women, or individuals sensitive to caffeine. Do not mix with alcohol.",Gluten Free,
