Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free
Gt's Living Foods Organic Synergy Pomelo Pink Lemonade,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ebd846fd-ecf1-4a79-9bd4-60399ebba7b6.png 4x,Gluten Free,,,"Gt's Kombucha*▲, Pomelo Juice*, Yuzu Juice*, Jasmine Extract*, *organically Produced, ▲30-day Ferment Of Kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*, And Cane Sugar*","Do not shake. Swirl gently. Store upright.,Perishable. Keep refrigerated. May leak or gush if unrefrigerated.","Please note: kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs.,if you are pregnant or breastfeeding, please consult with your healthcare professional before consuming our products.",
Health-Ade Cayenne Cleanse Kombucha,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_82724b15-b013-4e38-92b7-3eb0aabda44a.png 4x,Gluten Free,,"Health-Ade Kombucha combines thirst-quenching, real fruit juice with the living probiotics and organic acids of fermented tea to support a happy gut and a healthier you.,Health-Ade Kombucha is an easy addition to your everyday routine. You can sip on it just like you would a soda or your favorite alcoholic beverage!,• Living probiotics and gut healthy acids to promote feeling good from the inside out,• No artificial sweeteners, colors, or flavors,• Natural antioxidants from tea,• Blended with real fruit juice for delicious, refreshing flavor","Filtered Water, Kombucha Culture (yeast And Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Evaporated Cane Juice (sugar), Cold-pressed Organic Ginger Juice, Cold-pressed Organic Lime Juice, Organic Cayenne Pepper.","Do not shake.,Best enjoyed refrigerated.","FYI - If you are pregnant or breast feeding, please consult with your doctor before consuming. Due to natural fermentation, this product may contain a trace amount of alcohol and small pieces of culture. Kombucha should not be consumed if left unrefrigerated for an extended period of time.",
Gt's Living Foods Organic Island Bliss Raw Kombucha,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae6d4458-37aa-458b-89e0-8971aa49d170.png 4x,Gluten Free,,,"Gt's Kombucha* (kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Passion Fruit Puree*, Orange Juice*, Guava Juice*, Dragon Fruit Puree*, 100% Pure Love!!!, *organically Produced","Do not shake. Swirl gently.,Store upright. Perishable. Keep refrigerated. May leak or gush if unrefrigerated.","Please Note: Kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs.",
"Remedy Drinks Mixed Berry, Organic, Sugar Free Kombucha",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f798ce5c-88e2-4aee-bede-22af686d771b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_87622aae-aa54-4337-8912-89657c4c745f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bafb1fd4-fc80-4bb9-9b38-bf0b7afa4ea6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dee0d5b4-2c13-4f97-9fa3-6a783179b196.jpg 4x",,,"No sugar, 5 calories and bursting with strawberry, blackberry, and blueberry bliss. Give your gut and your tastebuds some love with this mixed berry flavor. Perfect for kombucha first-timers, casual drinkers, and OG booch lovers alike. We delicately brew out the sugar over 30 days, leaving a delicious, organic drink that’s full of gut health fermented goodness: happy and healthy live cultures (never filtered, pasteurized, or added separately), organic acids, and antioxidants. Remedy Kombucha is also Non-GMO Project Verified, keto, vegan & gluten free. Learn more at remedybrands.com.","Organic raw kombucha (carbonated water, sugar*^, black tea leaves*, green tea leaves*, kombucha culture* (yeast, bacteria cultures)), erythritol*, hibiscus tea (water, hibiscus*), lemon juice*, natural blueberry, blackberry, strawberry and caramel flavors, stevia extract (steviol glycosides*).,*Certified Organic Ingredients. ^No sugar remains after Remedy’s long-aged fermentation. Contains <1% Juice.","Best served chilled.,Best Before: See base of can.",,
"KeVita Kombucha, Ginger, Bold + Smooth",,$3.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_781890f6-f221-499a-b968-8ffa4b1dad97.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_be3c65bd-991a-40e1-897d-2a470fe3ad37.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_59bf0ab2-4d6c-4bba-8ea0-238ded011ba1.png 4x",Gluten Free,,"Naturally flavored with other natural flavors. 35 calories per serving. USDA Organic. Gluten free. Vegan. Certified organic by Organic Certifiers, Inc. Certified Organic Caffeine: 40 mg per serving. Organic Acids (Gluconic and Acetic): 1200 mg per serving. Active cultures. Live probiotics. Organic & energizing. Contains 0% juice. We believe health and wellness begins at your core. Kevita Master Brew Kombucha is fermented with our proprietary Kombucha tea culture. Crafted with billions of live probiotics, organic acids, and the finest ingredients, Master Brew Kombucha comes in a variety of bold, delicious flavors that are revitalizing to the core. Fermented Kombucha culture. Non-dairy. NA: Verified non-alcoholic. Non GMO Project verified. nongmoproject.org. www.kevita.com. Facebook. Twitter. Instagram. Please recycle. Contains less than 0.5% alc by vol.","Sparkling Water, Kombucha Culture (filtered, Water, Black Tea*, Green Tea*, Natural Flavor*)*, Filtered Water, Cane Sugar*, Ginger Extract*, Bacillus Coagulans Mtcc 5856, Black Tea*, Black Tea Essence*, Caffeine (green Coffee Bean Extract)*, Green Tea*, Purified Stevia Leaf Extract*, *certified Organic Ingredient",Perishable. Keep refrigerated.,,
Health-Ade Strawberry Glow,,$4.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5f7f804e-c271-441e-a3dd-be3dc4b010ca.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6627d9db-2e31-439c-956d-3e204a70266b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_607a709b-fb57-4ccb-87e6-f5ee3d718d0d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73657d12-203b-4b10-94f7-25f0ad7bed10.jpg 4x",Gluten Free,,"Premium Ingredients: Crafted from organic black and green teas to ensure top-notch quality. No artificial sweeteners, colors, or flavors—just real fruit juice from real, organic produce.,Probiotic Power: Contains live cultures for a happy gut and overall well-being. Probiotics are living bacteria known to improve gut health and contribute to a diverse microbiome.,Organic Acids: During the fermentation process, healthy acids like acetic, lactic, gluconic and glucuronic acids are produced. These powerful “postbiotics” complete the many functions attributed to gut health.,Natural antioxidants: These plant-based substances are known to support your body’s overall health and well-being.","Organic Kombucha*, Cold-pressed Kiwi Juice+, Strawberry Essence, Biotin, Bamboo Extract+, Live Active Cultures (bacillus Coagulans Mtcc 5856) *organic Kombucha: Filtered Water, Acids From Fermentation (acetic+, Lactic, Gluconic, Tartaric), Cane Sugar+, Live Kombucha Cultures, Black Tea+, Green Tea+, Carbonation, +certified Organic",Best enjoyed refrigerated.,,
Gt's Living Foods Organic Synergy Watermelon Wonder Kombucha,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_821f78c7-215c-4485-98d0-4382061965c4.png 4x,Gluten Free,,,"Gt's Kombucha* (kombucha Culture*, Black Tea*. Green Tea, Kiwi Juice*). Fresh Pressed Watermelon Juice*, Cherry Juice* Fresh Pressed Lime Juice* And 100% Pure Love!!!","Do not shake. Swirl gently.,Store upright. Perishable. Keep refrigerated. May leak or gush if unrefrigerated.","If you are pregnant or breastfeeding, please consult with your healthcare professional before consuming our products. Please Note: Kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs.",
"KeVita Kombucha, Raspberry Lemon, Master Brew",,$4.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a9ff01d6-1169-42c5-9735-ef1f48e255ba.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b25dab64-a327-429f-b55a-5574e4e018a0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_16b19dcb-55e8-480c-ae40-bac3b9eac40b.png 4x",Gluten Free,,Bold + smooth. Live probiotics. Boldly invigorating. Kevita is crafted with our proprietary cultures & the finest organic ingredients. Gently pasteurized. Lightly carbonated. Kombucha tea culture. Verifies non-alcoholic (contains less than 0.5% alc by vol). Fermented. Sparkling & bold with a smooth finish. Live probiotics added.,"Sparkling Water, Kombucha Culture (filtered Water, Black Tea*, Green Tea*, Natural Flavor*)*, Filtered Water, Cane Sugar*, Raspberry Juice Concentrate*, Bacillus Coagulans Mtcc 5856, Lemon Extract*, Ginger Extract*, Black Tea*, Black Tea Essence*, Caffeine (green Coffee Bean Extract)*, Green Tea*, Purified Stevia Leaf Extract*.","Perishable. Keep refrigerated.,Swirl gently.",,
"Remedy Drinks Orange Splash, Organic, Sugar Free Kombucha",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_283e5dcc-782e-4223-a785-effc5ac18e42.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e2a718c2-183c-4ea2-9811-174dfc4a8802.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a9aad394-72dd-4807-95cf-a453071d54cc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d10dccc7-ef62-4a91-af86-6f556ad035c9.jpg 4x",,,"No sugar, 5 calories and a bright, bold summer citrus rush. Give your gut and your tastebuds some love with this grown-up spin on the classic orange soda flavor. Perfect for kombucha first-timers, casual drinkers, and OG booch lovers alike. We delicately brew out the sugar over 30 days, leaving a delicious, organic drink that’s full of gut health fermented goodness: happy and healthy live cultures (never filtered, pasteurized, or added separately), organic acids, and antioxidants. Remedy Kombucha is also Non-GMO Project Verified, keto, vegan & gluten free. Learn more at remedybrands.com.","Organic raw kombucha (carbonated water, sugar*^, black tea leaves*, green tea leaves*, kombucha culture* (yeast, bacteria cultures)), erythritol*, hibiscus tea (water, hibiscus*), natural orange flavor, natural blood orange flavor, natural lemon flavor, stevia extract (steviol glycosides*).,*Certified Organic Ingredients. ^No sugar remains after Remedy’s long-aged fermentation. Contains 0% Juice.","Best served chilled.,Best Before: See base of can.",,
Health-Ade Blood Orange Carrot Ginger Kombucha Tea,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df72605e-b20c-4332-9e04-eb73f2f95e10.png 4x,Gluten Free,,"Health-Ade Kombucha combines thirst-quenching, real fruit juice with the living probiotics and organic acids of fermented tea to support a happy gut and a healthier you.,Health-Ade Kombucha is an easy addition to your everyday routine. You can sip on it just like you would a soda or your favorite alcoholic beverage!,• Living probiotics and gut healthy acids to promote feeling good from the inside out,• No artificial sweeteners, colors, or flavors,• Natural antioxidants from tea,• Blended with real fruit juice for delicious, refreshing flavor","Filtered Water, Kombucha Culture (yeast And Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Evaporated Cane Juice (sugar), Cold-pressed Organic Carrot Juice, Cold-pressed Organic Blood Orange Juice, Cold-pressed Organic Ginger Juice",Best enjoyed refrigerated.,"Kombucha should not be consumed if left unrefrigerated for an extended period of time. Pregnant/breastfeeding? Consult your doctor. Due to natural fermentation, there may be trace amounts of alcohol and small pieces of culture.",
