Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,"Quench your thirst with Fit & Active Grape Flavor Liquid Water Enhancer, a delicious way to add flavor to your water. With zero calories and less than 1 carb per serving, this liquid enhancer is perfect for those watching their intake. Made with natural flavors and without sugar or gluten, it's a healthier alternative to sugary drinks. The kosher ingredients include citric acid and potassium sorbate (preservative). Each bottle contains 24 servings, making it convenient for on-the-go hydration. Order now on Instacart for same-day delivery or pickup and enjoy a refreshing glass of grape-flavored water anytime, anywhere.","Quench your thirst and stay energized with Cirkul Gosip Grape Flavor Energy Cartridge, the perfect drink for those on-the-go. This convenient tumbler lets you enjoy a refreshing and delicious grape-flavored drink with added caffeine, taurine, and vitamins B3 and B12. With no sugar, fat, or carbs, it's a guilt-free way to stay hydrated all day long. Made with filtered water, natural flavors, and other high-quality ingredients, this energy cartridge is gluten-free and suitable for people with various dietary restrictions. Get your hands on Cirkul Gosip Grape Flavor Energy Cartridge today through Instacart's same-day delivery or pickup!","With just half a teaspoon of Food Club Black Cherry +Energy Liquid Beverage Enhancer, you can liven up your water and get an extra boost of energy for your day. This gluten-free enhancer contains zero juice but packs 60mg of caffeine per serving, along with taurine, guarana extract, ginseng extract, niacinamide (vitamin B3), pyridoxine hydrochloride (vitamin B6), cyanocobalamin (vitamin B12), and natural flavor. It is also kosher certified. Each bottle contains 24 servings and does not need refrigeration. For best quality, use within one month of opening. Get yours today through Instacart for same-day delivery or pickup!","Quench your thirst with Splenda Strawberry Watermelon Liquid Water Enhancer. One squeeze is all it takes to turn ordinary water into a flavorful, refreshing drink. Perfect for people with diabetes, this water enhancer contains natural flavors and Splenda Sucralose for a sweet taste without any added sugars. Plus, it's kosher and has zero calories, making it a guilt-free choice. Each bottle provides about 30 servings, so you can enjoy your favorite drink without worrying about running out quickly. Simply shake well before using, add one squeeze to 12 oz of water, and enjoy! Available on Instacart for same-day delivery or pickup."
"Food Lion Water Enhancer, Orange Tangerine, Replenish",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2e6ea71f-bbee-4e3d-8363-522755fb3e1d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_39346cf3-6baf-49b4-a16a-881309875ebe.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_35c85eee-9207-439e-a4af-3c61bbda1e32.png 4x","Naturally flavor with other natural flavor. 0 calories per 3/4 tsp. With vitamins B3, B6 & B12. Makes 16 12 fl oz servings. Double your money back guarantee. foodlion.com. how2recycle.info. For product questions or concerns, contact us at 1-800-210-9569, foodlion.com. how2recycle.info.","Water, Citric Acid, Sodium Citrate, Gum Arabic, Sucralose, Contains Less than 2% of: Niacinamide (Vitamin B3), Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamine (Vitamin B12), Natural Flavor, Sucrose Acetate Isobutyrate, Yellow 6, Potassium Sorbate (Preservative), Sodium Benzoate (Preservative).","Add 1 squeeze to 12 fluid ounces of water.,Does not need refrigeration.,For best quality, use within one month of opening.",,,,,,,
"Food Lion Water Enhancer, Black Cherry, Energy",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a25ae588-9b8b-4956-b06f-32fc346edbe9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_940c7aa4-7ce7-4f7e-a33a-beb000b95c1a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_37e02a08-d058-4947-9bea-f6cdb9a6ff8d.png 4x","Makes 16 12 fl oz servings. Naturally flavored with other natural flavors. 0 calories per 3/4 tsp. Water enhancer with vitamin B3, B6, B12 & caffeine. 90 mg caffeine/serving. 16 servings/bottle. Double money back guarantee. how2recyle.info.","Water, Citric Acid, Caffeine Contains Less than 2% Taurine, Guarana Extract, Ginseng Extract (Panax), Niacinamide, Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamin (Vitamin B12), Natural Flavor Sucralose, Acesulfame Potassium, Sodium Citrate, Potassium Citrate, Gum Arabic Sucrose Acetate Isobutyrate, Red 40, Blue 1, Potassium Sorbate (Preservative).","Add 1 squeeze to 12 fluid ounces of water.,Does not need refrigeration. For best quality, use within one month of opening.",Not for use by children. Do not mix with alcoholic beverages. Do not use to excess.,,,,,,
"Food Lion Water Enhancer, Strawberry Watermelon, Replenish",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2b6e4286-3fde-4907-9856-e848be6c1790.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ff92b095-1c68-41b7-980a-0323545d4f5d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6c771cfe-775e-4252-9fb0-43c38ccbeb17.png 4x","With vitamins B3, B6 & B12. Natural flavor with other natural flavors. 0 Calories per 3/4 tsp. Makes 16 12 fl oz servings. Always dilute. Double money back guarantee. how2recycle.info. foodlion.com. Questions or concerns, contact us at 1-800-210-9569, foodlion.com. how2recycle.info.","Water, Malic Acid, Citric Acid, Contains Less Than 2% Gum Arabic, Natural Flavors, Sucralose, Acesulfame Potassium, Potassium Citrate, Sucrose Acetate Isobutyrate, Red 40, Niacinamide, Vitamin B6, Vitamin B12, Potassium Sorbate.","Add 1 squeeze to 12 fluid ounces of water.,Does not need refrigeration.,For best quality, use within one month of opening.",,,,,,,
"Food Lion Water Enhancer, Lemonade, Replenish",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa457202-a82c-4bc2-a392-549ea501f638.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_316a7aa1-2d32-4a97-b2dc-53c1acce2a2c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_20d3ce20-5577-4a0a-8898-97b9fc08b549.png 4x","Water enhancer with vitamin B3, B6, B12. Natural flavor with other natural flavors. 0 calories per 3/4 tsp. Makes 16. 12 fl oz servings. Double money back guarantee. how2recycle.info. Foodlion.com. For product questions and concerns, contact us at1-800-210-9569. Foodlion.com. how2recycle.info.","Water, Citric Acid, Sodium Citrate, Gum Arabic, Sucralose (sweetener), Contains Less Than 2%: Niacinamide (vitamin B3), Pyridoxine Hydrochloride (vitamin B6), Cyanocobalamine (vitamin B12), Natural Flavor, Sucrose Acetate Isobutyrate, Yellow 5, Sodium Benzoate And Potassium Sorbate (preservatives)","Add 1 squeeze to 12 fluid ounces of water. Always dilute.,Does not need refrigeration.,For best quality, use within one month of opening.",,,,,,,
"Food Lion Water Enhancer, Fruit Punch, Replenish",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7ae7e4f4-6b04-4f97-87ec-8a77acc46717.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10e3cb8f-482c-4e4a-96eb-6aaef52f52d3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6c6c7769-26c4-4aa3-be54-4c9c0d05dd6f.png 4x","Naturally flavored with other natural flavors. 0 calories per 3/4 tsp. With vitamin B3, B6, B12. Makes 16 12 fl oz servings. Double money back guarantee. how2recycle.info. foodlion.com. For product questions or concerns, contact us at 1-800-210-9569, foodlion.com.","Water, Malic Acid, Citric Acid, Less Than 2% Of Natural Flavor, Sucralose, Acesulfame Potassium, Potassium Citrate, Gum Arabic, Fd&c Red, Sucrose Acetate Isobutyrate, Pyridoxine Hydrochloride (vitamin B6), Niacinamide (vitamin B3), Cyanocobalamin (vitamin B12).","Add 1 squeeze to 12 fluid ounces of water. Always dilute.,Does not need refrigeration.,For best quality, use within one month of opening.",,,,,,,
"Nuun Vitamins, Tablets, Tangerine Lime",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c1da89bb-5bb2-4810-aefa-fafa7853b4ed.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2cfddd0e-c768-4362-b96d-c0cfb5cfa829.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a5be26a-4bca-4134-b9b0-01a90e177ba1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_391daf11-6ba7-4cd3-9d48-f74a25b93edf.png 4x","Effervescent Vitamin Supplement. Naturally flavored. 2 grams sugar. 10 calories. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. Complete electrolytes. Hydration you can feel. For everyday wellness. Going for that healthy glow? Packed with complete electrolytes and multi-vitamins, Nuun is your daily best water. Plop. Fizz. Drink. Boost. nuunlife.com. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.)","Other Ingredients: Dextrose, Citric Acid, Natural Flavors, Stevia Leaf Extract, Avocado Oil, Beet Powder Color, Rice Concentrate, Ribflavin (for Color).","Add to 16 oz/500 ml of water.,Store below 77 degrees F/25 degrees C.","Use only if cap seal is unbroken. Warning: Keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing, or have any health conditions or concerns.",,,,,,
"Nuun Vitamins + Caffeine, Tablets, Ginger Lemonade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_88cfb54c-32b5-4996-8860-d34cc4fd01a0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7ff76da3-a45d-49ac-b87e-260663b1877c.png 4x","Effervescent Electrolyte Supplement. Naturally flavored. 2 grams sugar. 10 calories. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. For everyday wellness. Packed with complete electrolytes and multi-vitamins Nuun is your daily best water. Plop. Fizz. Drink. Boost. Hydration you can feel. Complete electrolytes. nuunlife.com. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease).","Other Ingredients: Dextrose, Citric Acid, Natural Flavors, Stevia Leaf Extract, Avocado Oil, Rice Concentrate, Riboflavin (for Color)","Add to 16 oz/500 ml of water.,Store below 25 C/77 F. Keep cap closed when not in use.","Use only if cap seal is unbroken. Warning: Keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing or have any health conditions or concerns.",,,,,,
"Nuun Vitamins + Caffeine, Tablets, Blackberry Citrus",,$8.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0dace1f2-6eec-49aa-a307-8619d6273beb.jpeg 4x,"Effervescent Electrolyte Supplement. Naturally flavored. 2 grams sugar. 10 calories. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. For everyday wellness. Packed with complete electrolytes and multi-vitamins Nuun is your daily best water. Plop. Fizz. Drink. Boost. Hydration you can feel. Complete electrolytes. nuunlife.com. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease).","Dextrose, Citric Acid, Natural Flavors, Beet Powder Color, Stevia Leaf Extract, Avocado Oil, Rice Concentrate, Riboflavin (for Color).","Add to 16 oz/500 ml of water.,Store below 25 C/77 F. Keep cap closed when not in use.","Use only if cap seal is unbroken. Warning: Keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing or have any health conditions or concerns.",Gluten Free,,,,,
"Stur Drinks Pomegranate Cranberry, Liquid Water Enhancer",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0ac160b8-3820-4994-9f5b-ec4cc2a8d05e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f145b13b-959c-47de-b85c-ab1a9c240421.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dc78ed8f-4d5b-45ab-b3d3-57c5f2bddd46.jpg 4x","0 SUGAR, 0 CALORIES, 100% VITAMIN-C PER SERVING, KOSHER, KETO FRIENDLY(0.2 net carbs/serving) - Whatever your health goals are, Stur can help you cut sugar and chemicals out of your diet, and stay hydrated which to support your diet and overall wellness. Stur is a great replacement for soda/juices/artificial drink mix, and it is a great addition to SodaStream.,MAKES 100 8oz FLAVORED WATER DRINKS-- conveniently use at home, at work, on-the-go. Add as much flavor as you want and notice the great value compared to bottled flavored water brands. Stur Liquid Drink Mix or Water Enhancers as they are referred to, mix instantly into water, unlike powder drink mix.,LOVE WATER NATURALLY – Unlike traditional drink mix brands that use chemicals for flavor, color and sweetness, Stur is made from real, delicious fruit extracts, sweetened with uniquely steeped Stevia, and colored using tiny amounts of fruit and vegetable juice.","Purified Water, Natural Fruit Flavor Extract, White Grape Juice, Vitamin C (ascorbic Acid), Fruit And Vegetable Juice (color), Natural Stevia Extract.",Best within 1 mo. of opening.,,,,,,,
"Buoy Hydration Drops, Unflavored",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ba1b4d3f-871e-4fb9-a186-4d3866e6d380.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f2cde23b-b744-46d6-8520-509d50794de8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c81391c0-e29a-4c7c-83e4-a49be4b10efd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cb3dc6ac-94c3-4157-959d-7215e4e4f302.png 4x",Clean. Pure. Purposefully unflavored. Add to any beverage. 40 servings. No sweeteners. Electrolytes & trace minerals. Transform your drink into hydrating functional beverages. 8 am iced coffee. 12 pm berry smoothie. 7 pm boozy cocktail. 9 pm bedtime tea. No stevia. No dextrose.,"Purified Water, Citric Acid, Organic Herbal Extracts (antioxidants), Blood Orange Extract","Pick any drink, then squeeze!,Add one short squeeze into a full beverage 3-5 times daily.","Warning: Do not exceed 12 servings in one day. Keep out of reach of small children. If you are pregnant, breastfeeding, on medication, or have a known medical condition, consult a physician before using Buoy.",,,,,,
"Clear Theory Water Booster, Watermelon Berry",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9717ae40-4825-4f64-83e3-f3176425a8a6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a7b8f270-93a5-41f5-b46b-54c47ac89439.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6e7ce622-355f-43bb-af2f-0a04ccdbbace.png 4x",100% transparent hydration. Nothing artificial. Squeeze twice or to taste! 3 squeezes per 12 oz. water. No color added.,"Glycerine, Water, Citric Acid, Dextrose, Gum Arabic, Potassium Citrate, Under 2% Stevia Leaf Extract, Sodium Citrate, Salt, Zinc Gluconate, Natural Flavor","For best quality, use within 30 days of opening.",Allergen-free.,,,,,,
"Stur Liquid Water Enhancer, Zero Sugar, Electrolytes, Passionfruit Guava Flavored",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7180a900-4f48-4b91-8bf5-334f469696ae.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e24cc8f1-4705-47dc-bc84-a3e55987ad6b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_46ca64d0-a6a5-4859-a732-bf3cdf8ff1b9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b09e772d-a8bd-4a71-ab0a-e2cb8cd76dee.png 4x",,"Fruit & Flavor Blend* (Natural Flavor, White Grape Juice^, Passionfruit Juice^, Guava Juice^), Purified Water, Citric Acid, Fruit & Vegetable Juice (Color), Natural Stevia Leaf Extract (Reb A), Red M, B-Vitamin Blend [Niacinamide (Vitamin B3), Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamin (Vitamin B12)], Marine-Derived Calcium Citrate Malate. * Add a Negligible Amount of Sugar. ^ from Concentrate.","How to use: 1 squeeze in 8 oz of water. Adjust to taste.,Best within 1 mo. of opening.",,,,,,,
"SweetLeaf Water Enhancer, Delicious Stevia, Zero Sugar, Peach Mango",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4d3e0642-2532-4df7-bf96-7b147fe854f0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0eeebd9b-ebbc-41cd-89ca-648138859597.png 4x","Made with the world's best tasting stevia. 48 Servings. Free from artificial sweeteners. SweetLeaf Water Drops are a convenient, sugar-free, and gluten-free water enhancer. Squirt into water for hydration and a delicious refreshment with a crisp burst of flavor.,• Kosher,• Gluten Free,• Sugar Free/No Sugar,• Calorie Free/No Calories,• No Artificial Sweeteners","Vegetable Glycerin, Purified Water, Citric Acid, Malic Acid, Natural Flavor, Stevia Leaf Extract, Sodium Citrate","Suggested Use: Squirt to taste.,Does not need refrigeration. Store in a cool, dry place.,For best quality, use within 30 days from opening.",,,,,,,
"SodaStream Drink Mix, Berry Mix",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2370a56d-c4df-4b19-aba2-52fd74c2fd5b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d6a4eec7-35e2-4cf3-9a7e-f6b24b768c60.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_03cf4025-8316-4431-b2de-63c8831fdf82.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7a56bac4-0a84-4518-8405-59b8dd527ac1.png 4x",Naturally flavored with other natural flavors. Naturally sweetened. Makes up to 9 liters (when prepared according to recommendation). This bottle is filled with excitement. Create thirst quenching drinks just the way you like then. Make the perfect refreshment according to your taste isn't that exciting? www.sodastream.com. Customer Support toll free: 1-800-763-2258. Produced in Israel.,"Water, Fructose, Sugar, Apple Juice Concentrate, Citric Acid, Natural Flavors, Elderberry Juice Concentrate, Fruit And Vegetable Juice Color, Potassium Sorbate (as Preservative).","Shake before use.,Better bubbles your way! 1. Fill bottle to water line. 2. Fizz water. 3. Fill cap to your desired flavoring level. 1 l sweet. Recommended 1l. 0.5 l. 4. Tilt bottle and add drink mix. Close the cap and shake gently. Enjoy!,Keep at room temperature. Refrigerate after opening.",,,,,,,
