Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,"Craving a refreshing energy boost without the guilt? Look no further than Alani Nu Mimosa Energy Drink. With zero sugar and only 10 calories, this gluten-free, fat-free, and vegan drink packs a punch with caffeine, taurine, and ginseng extract to jumpstart your day. The lively combination of citrus and champagne flavors will make you feel like you're sipping on a mimosa at Sunday brunch. Just remember: with warnings against consumption by children, pregnant women or those sensitive to caffeine, it's not for everyone. Instacart offers same-day delivery or pickup so you can enjoy this energizing drink in no time!",Soy Free,"Quench your thirst while fueling your body with REIGN Peach Nectarine. Each 12oz slim can is packed with 200mg of plant-based caffeine, B vitamins, Zinc, Vitamin A and Vitamin C—without any sugar. Plus, the immunity blend supports your overall health while Biotin helps promote healthy skin, hair and nails. With carbonated water and natural flavors, this gluten-free and kosher drink has only 10 calories per serving. Perfect for those who want to stay hydrated with a tasty beverage that won't compromise their health goals. Get REIGN Peach Nectarine delivered to your door through Instacart's same-day delivery or pickup.",Milk Free
Red Bull Green Edition Dragon Fruit Energy Drink,,$3.81," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a53d3afc-bca4-43ca-b096-c51a635b36cb.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2bd66cae-ae5a-44b2-aaae-f695870f82f8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6f15f801-2a55-4c3e-b394-c5cd628b130e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_28fba92b-3988-4186-a566-5d08dfcd6f13.jpg 4x","Red Bull Green Edition Dragon Fruit Energy Drink Gives You Wiiings Whenever You Need Them. Red Bull Green Edition Is A Lightly Carbonated Energy Drink With A Blend Of Caffeine, Taurine, B Vitamins, Real Sugar And Water With The Exotic Taste Of Dragon Fruit.* With 160 Calories Per 12 Fl Oz Can, Red Bull Is Great For Any Occasion. While Aiming For Great Heights During Your Workday, In Your Workouts Or When Gaming, Why Not Crack Open A Refreshing Can Of Red Bull? Drink Red Bull Straight From The Can Or Enjoy In A Glass Over Ice. This Can Of Red Bull Will Keep You Ready For Any Occasion, Whether It’S Hanging With Friends, Watching The Game Or Going On A Road Trip. Be Ready For The Big Moments With A Can Of Red Bull. Store This Can Of Red Bull At Room Temperature Or Toss It In The Fridge. Red Bull Gives You Wiiings. Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Sodium Citrate, Natural And Artificial Flavors, Caffeine, Color, Niacinamide, Pyridoxine Hcl (vitamin B6), Calcium Pantothenate, Blue 1, Vitamin B12",{},"Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.",,,,,,
Celsius Sparkling Orange Energy Drink 4 Pack,$8.99,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1c84f576-2c5f-4024-81d5-6e8282376a29.png 4x,"CELSIUS is functional, Essential Energy, a better-for-you, premium alternative to traditional energy drinks. As a global, lifestyle fitness drink, CELSIUS was created to help people LIVE FIT, exceed their goals and elevate their everyday lives. Made with proven, premium ingredients, 7 Essential Vitamins and zero sugar, no artificial colors, no aspartame, no high fructose corn syrup and non-GMO. CELSIUS is vegan, gluten-free and Kosher. Our proprietary MetaPlus blend contains green tea extract with EGCG. It also includes guarana seed extract, ginger root for flavor and digestion, vitamin C to help support your immune system, vitamin B for energy production, and chromium to help control hunger, making it an ideal pre-workout drink. Stay active and dazzle your tastebuds with the juicy and citrusy sweet blend of refreshing oranges. Our take on a classic, but without all the sugar! Made with clinically proven ingredients, this carbonated flavor of CELSIUS has the perfect balance of flavor and energy that serves as an awesome pick-me-up for active lifestyles. Make CELSIUS your go-to choice for Essential Energy! CELSIUS® is available in 12 Fl Oz slim cans and sold in convenient packs of 4.","Carbonated Filtered Water, Citric Acid, Taurine, Guarana Seed Extract, Caffeine, Green Tea Extract, Sucralose, Calcium Carbonate, Ascorbic Acid, Glucuronolactone, Ginger Root Extract, Calcium Pantothenate, Niacinamide, Natural Flavor, Pyridoxine Hydrochloride, Riboflavin, Chromium Chelate, Biotin, Beta-Carotene (color), Cyanocobalamin.",Ready to Drink,"Do not exceed (2) servings per day. Not recommended for people who are caffeine sensitive, children under 18, and women pregnant or nursing.",,,,,,
Red Bull Blue Edition Blueberry Energy Drink,,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_99f1349e-0eaa-438d-a801-85749ba86585.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25cc3119-acac-413c-b4ff-4e8bfdf44533.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6e72c690-f57f-446e-ac41-43a0c97f9e21.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3e1c9980-3605-404d-98f2-bf4fced32a5f.jpg 4x","Red Bull Blue Edition Blueberry Energy Drink Gives You Wiiings Whenever You Need Them. Red Bull Blue Edition Is A Lightly Carbonated Energy Drink With A Blend Of Caffeine, Taurine, B Vitamins, Real Sugar And Water With The Fruity Taste Of Blueberry.* With 110 Calories Per 8.4 Fl Oz Can, Red Bull Is Great For Any Occasion. While Aiming For Great Heights During Your Workday, In Your Workouts Or When Gaming, Why Not Crack Open A Refreshing Can Of Red Bull? Drink Red Bull Straight From The Can Or Enjoy In A Glass Over Ice. This Can Of Red Bull Will Keep You Ready For Any Occasion, Whether It’S Hanging With Friends, Watching The Game Or Going On A Road Trip. Be Ready For The Big Moments With A Can Of Red Bull. Store This Can Of Red Bull At Room Temperature Or Toss It In The Fridge. Red Bull Gives You Wiiings. Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Sodium Bicarbonate (baking Soda), Magnesium Carbonate, Natural And Artificial Flavors, Caffeine, Color, Niacinamide, Pyridoxine Hcl (vitamin B6), Calcium Pantothenate, Blue 1, Vitamin B12.",{},"Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.",,,,,,
"GHOST Energy Drink, Zero Sugar, Orange Cream",$2.89,$3.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_11303da2-911b-47ab-8bb4-4750a893e9ad.jpeg 4x,Carnipure carnitine. Legendary energy. Epic focus. No artificial colors. Zero artificial colors. Transparent label. Ghost Energy is low in calories. Natural caffeine. Legends recycle.,"Carbonated Water, Citric Acid, Natural And Artificial Flavor, L-carnitine L-tartrate, Taurine, Caffeine, Sucralose, Sodium Benzoate (preservative), Potassium Sorbate (preservative), Alpha-glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid, Coffee (coffea Arabica) Fruit Extract, Niacinamide, Astragalus Membranaceus Root Extract, Panax Notoginseng Root Extract, Pyridoxal-5-phosphate, Methylcobalamin.",{},"Caution: this product is only intended for healthy adults, 18 years of age or older. Do not consume if you are sensitive to caffeine, or in combination with caffeine or stimulants from other sources. Too much caffeine may cause nervousness, irritability, sleeplessness and occasionally. Rapid heart rate. Not for use by women who are pregnant, nursing or trying to become pregnant. Consult a licensed. Qualified healthcare professional before consuming this product. Do not use if you are taking any prescription drug and/or have any medical condition. Only intended for persons 18 years or older.",Gluten Free,,,,,
Red Bull Red Edition Watermelon Energy Drink,$9.59,$11.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d0f803ad-cd7c-402b-a34b-e547fd92c965.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b01782c7-2c8a-40a3-9d08-2a2809a16477.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_65ba6e71-5707-4405-b455-90b4559c3a82.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68ab67aa-ea80-464e-897d-1860ab7bfc96.jpg 4x","Red Bull Red Edition Watermelon Energy Drink Gives You Wiiings Whenever You Need Them. Red Bull Red Edition Is A Lightly Carbonated Energy Drink With A Blend Of Caffeine, Taurine, B Vitamins, Real Sugar And Water, Along With The Taste Of Watermelon.* With 110 Calories Per 8.4 Fl Oz Can, Red Bull Is Great For Any Occasion. While Aiming For Great Heights During Your Workday, In Your Workouts Or When Gaming, Why Not Crack Open A Refreshing Can Of Red Bull? Drink Red Bull Straight From The Can Or Enjoy In A Glass Over Ice. This 4-Pack Of Red Bull Will Keep You Stocked For Any Occasion, Whether It’S Hanging With Friends, Watching The Game Or Going On A Road Trip. Be Ready For The Big Moments With A Can Of Red Bull. Store These Cans Of Red Bull At Room Temperature Or Toss Them In The Fridge. Red Bull Gives You Wiiings. Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Sodium Citrate, Caffeine, Colors, Niacinamide, Natural And Artificial Flavors, Pyridoxine Hcl (vitamin B6), Calcium Pantothenate, Vitamin B12",Best before: See base of can.,"Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.",,,,,,
REIGN Storm Harvest Grape,,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_76bd7355-73b0-4c15-9d2e-8042c8b7de2a.jpg 4x,"Introducing REIGN Storm, the perfect storm of flavor and functionality that enhances life’s experience. Available in four amazing flavors, each 12oz slim can contains 200mg of plant-based caffeine, Biotin which aids in healthy skin, hair & nails, loaded with B vitamins, and an immunity blend of Zinc, Vitamin A + Vitamin C – all with ZERO sugar. Get ready to take the world by STORM!","Carbonated Water, Erythritol, Citric Acid (ph Control), Sodium Citrate, Natural Flavors, Caffeine, Panax Ginseng Extract, Sucralose, Fruit Juice (color), Ascorbic Acid (vit. C), Zinc Gluconate, Niacinamide (vit. B3), D-calcium Pantothenate (vit. B5), Pyridoxine Hydrochloride (vit. B6), Green Tea Extract (45% Egcg), Guarana Extract, Vitamin A Palmitate, Chromium Picolinate, Biotin (vit. B7), Guayusa Extract, Cyanocobalamin (vit. B12).",{},"Consume Responsibly: Not recommended for children, people sensitive to caffeine, 1 pregnant women or women who are nursing.",,,,,,
Monster Energy Original,$28.69,$32.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5583e64b-39a3-4abb-9536-981c98ebe252.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8857b5a0-79f7-413d-8c3b-5343b2bef238.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b9436294-a7d7-475c-9ef2-86e50af4099d.png 4x","Monster Energy x APEX Legends | Tear into a can of the meanest energy drink on the planet, Monster Energy. It`s the ideal combo of the right ingredients in the right proportion to deliver the big bad buzz that only Monster can. Monster packs a powerful punch but has a smooth easy drinking flavor. Athletes, musicians, anarchists, road warriors, metal heads, geeks, hipsters, and bikers dig it- you will too... Unleash the Beast!","Carbonated Water, Sugar, Glucose, Citric Acid, Natural Flavors, Taurine, Sodium Citrate, Color Added, Panax Ginseng Extract, L-carnitine L-tartrate, Caffeine, Sorbic Acid (preservative), Benzoic Acid (preservative), Niacinamide (vit. B3), Sucralose, Salt, D-glucuronolactone, Inositol, Guarana Extract, Pyridoxine Hydrochloride (vit.b6), Riboflavin (vit.b2), Maltodextrin, Cyanocobalamin (vit. B12)",{},"Consume Responsibly: Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",,,,,,
"Monster Energy Drink, Rio Punch",,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4e3cd770-e39a-4604-89c0-3ea59985a423.jpeg 4x,,"Carbonated Water, Sugar, Glucose, Taurine, Natural Flavors, Citric Acid, Apple Juice Concentrate, Sodium Citrate, White Grape Juice Concentrate, Panax Ginseng Flavor, Potassium Sorbate (preservative), Caffeine, Gum Arabic, Sucralose, Malic Acid, L-carnitine L-tartrate, Niacinamide (vit. B3), Ester Gum, Papaya Puree, Mango Puree, Maltodextrin, Inositol, Pyridoxine Hydrochloride (vit. B6), Riboflavin (vit. B2), Red 40, Tragacanth Gum, Cyanocobalamin (vit. B12)",{},"Consume responsibly: not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",,,,,,
Red Bull Amber Edition Strawberry Apricot Energy Drink,$9.59,$11.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68058aa5-aa76-4a2e-b0a6-3cb42a4f61ce.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4414dce0-cfa9-4746-9ed7-7889f31c3fa6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2223d8c6-a024-497d-a6ae-bc4bc6734752.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_100f4924-f2b5-42f4-ac8e-e4a28a962b7a.jpg 4x","Red Bull Amber Edition Strawberry Apricot Energy Drink Gives You Wiiings Whenever You Need Them. Red Bull Amber Edition Is A Lightly Carbonated Energy Drink With Caffeine, Taurine, B Vitamins, Real Sugar And Water, Along With The Perfect Blend Of Strawberry And Apricot Flavors With A Touch Of Peach Taste.* With 110 Calories Per 8.4 Fl Oz Can, Red Bull Is Great For Any Occasion. While Aiming For Great Heights During Your Workday, In Your Workouts Or When Gaming, Why Not Crack Open A Refreshing Can Of Red Bull? Drink Red Bull Straight From The Can Or Enjoy In A Glass Over Ice. This 4-Pack Of Red Bull Will Keep You Stocked For Any Occasion, Whether It’S Hanging With Friends, Watching The Game Or Going On A Road Trip. Be Ready For The Big Moments With A Can Of Red Bull. Store These Cans Of Red Bull At Room Temperature Or Toss Them In The Fridge. Red Bull Gives You Wiiings. Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Sodium Citrate, Natural And Artificial Flavors, Caffeine, Colors, Niacinamide, Pyridoxine Hcl (vitamin B6), Calcium Pantothenate, Vitamin B12",Best before: See base of can.,"Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.",,,,,,
"Monster Energy Drink, Zero Sugar, Ultra Vice Guava",,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_535f4c97-cdd3-4aef-9220-37e117d48aef.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_696c38a8-8e70-43e6-8f55-eab23089538e.png 4x",,"Carbonated Water, Citric Acid (pH Control), Taurine, Erythritol, Sodium Citrate, Panax Ginseng Flavor, L-Carnitine L-Tartrate, Potassium Sorbate (Preservative), Caffeine, Acesulfame Potassium, Sodium Benzoate (Preservative), Sucralose, Gum Arabic, Niacinamide (Vit. B3), Natural Flavors, Salt, Ester Gum, D-Calcium Pantothenate (Vit. B5), Inositol, Red 40, Pyridoxine Hydrochloride (Vit. B6), Cyanocobalamin (Vit. B12).",{},"Consume Responsibly: Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",,,,,,
"Celsius Sparkling Oasis Vibe, Energy Drink",,$2.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_82b9b5f4-65cb-4456-bc6e-3dc8742c0ce7.jpg 4x,"CELSIUS® is functional, Essential Energy, a better-for-you, premium alternative to traditional energy drinks. As a global, lifestyle fitness drink, CELSIUS® was created to help people LIVE FIT, exceed their goals and elevate their everyday lives. Our CELSIUS® VIBE Essential Energy Drinks feature bold flavor combinations that transport you beyond the can to amazing global destinations that inspire us all. From sunny, tropical beaches, to snowy mountainscapes. What’s your vibe? Made with proven, premium ingredients, 7 Essential Vitamins and zero sugar, no artificial colors, no aspartame, no high fructose corn syrup and non-GMO. CELSIUS® is vegan, gluten-free and Kosher. Our proprietary MetaPlus blend contains green tea extract with EGCG. It also includes guarana seed extract, ginger root for flavor and digestion, vitamin C to help support your immune system, vitamin B for energy production, and chromium to help control hunger, making it an ideal pre-workout drink. The bright and succulent Prickly Pear cactus is a sensational fusion of watermelon, kiwi, and bubblegum flavors that are combined with a zesty citrus finish to help make CELSIUS® Oasis Vibe mind-blowingly delicious! Made with clinically proven ingredients, this carbonated flavor of CELSIUS® has the perfect balance of flavor and energy that serves as an awesome pick-me-up for active lifestyles. Make CELSIUS® your go to choice for Essential Energy!","Carbonated Filtered Water, Citric Acid, Taurine, Vegetable Juice,(color), Guarana Seed Extract, Caffeine, Green Tea Extract, Calcium,Carbonate, Ascorbic Acid, Glucuronolactone, Sucralose, Ginger Root Extract,,Calcium Pantothenate, Niacinamide, Natural Flavor, Pyridoxine,Hydrochloride, Riboflavin, Chromium Chelate, Biotin, Cyanocobalamin.",Ready to Drink,"Do not exceed more than (2) servings per day. Not Recommended for people who are caffeine sensitive, children under 18, and women pregnant or nursing.",Gluten Free,,,,,
