Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,"Sweeten up your cocktails with Peach Real Peach Puree Infused Syrup! Made with real peach puree, this Cocktail Syrup adds a fruity punch to any drink. Each bottle contains 25.4 fl oz of syrup and is perfect for home bartenders who want to elevate their drinks. This delicious syrup is gluten-free and does not contain any added artificial colors or flavors. Whether you're making a classic Bellini or experimenting with a new cocktail recipe, Peach Real Peach Puree Infused Syrup will add the perfect touch of sweetness. Order now for Instacart same-day delivery or pickup from your local store.","Create perfectly mixed cocktails with Finest Call Mango Premium Puree Mix. Its smooth texture dissolves easily in your favorite drinks, adding the sweet and fruity flavor of real mango. Made with natural and artificial flavors, this versatile drink mixer is perfect for any bar service. The user-friendly packaging and patented pourer top make it easy to use. It contains 20% real juice and is fat-free, gluten-free, vegan, vegetarian, and kosher certified. Each serving of 4 fluid ounces contains 200 calories, 50 grams of carbohydrates, and 47 grams of sugar. Order Finest Call Mango Premium Puree Mix on Instacart for same-day delivery or pickup!","Sip on the taste of the tropics with Goya Piña Colada Mix. This gluten-free, vegetarian cocktail mixer is perfect for crafting your own refreshing Piña Coladas at home. Made with real pineapple and coconut, this 12 fl oz mix contains no alcohol, so you can customize your drink to your liking. Simply blend with rum and ice for a deliciously creamy, tropical cocktail that's perfect for any occasion. Each serving has 120 calories and 20g of carbohydrates. With Instacart's same-day delivery or pickup, you can enjoy the sweet taste of paradise in no time.","Sip on the sweet taste of summer with Finest Call Premium Peach Puree Mix. Made with real peach puree and juice concentrate, this refreshing drink is perfect for any occasion. Each serving contains 140 calories and 35 grams of sugar, making it a deliciously satisfying treat. The mix also contains citric acid, xanthan gum, and natural and artificial flavors to enhance the taste. Simply add to your favorite cocktail or blend with ice for a fruity smoothie. With Instacart's same-day delivery or pickup, you can enjoy the taste of ripe peaches without leaving your home.","Satisfy your cravings for a refreshing margarita without the guilt with Margaritaville Zero Sugar, Margarita Singles To Go Drink Mix. This powdered drink mix is made with natural flavors and contains no fat or sugar, making it a healthier option compared to traditional margaritas. With only 5 calories per serving and a kosher certification, you can enjoy this delicious drink guilt-free. Each box includes six servings of the perfect blend of tangy and sweet flavors, making it easy to prepare at home or on-the-go. Don't wait to enjoy a taste of paradise—order Margaritaville Zero Sugar, Margarita Singles To Go Drink Mix today from Instacart for same-day delivery or pickup.","Simple Syrup is a staple in any home bar, and Finest Call Simple Syrup is no exception. Made with natural flavors and real juice, this syrup is perfect for sweetening any cocktail or mocktail. The patented smooth-flow closure guarantees an accurate pour every time, while the colored closure makes product differentiation a breeze. Whether you're mixing up a classic Old Fashioned or trying your hand at a creative new concoction, Finest Call Simple Syrup will help you elevate your drinks to the next level. Available on Instacart for same-day delivery or pickup, make sure to add Finest Call Simple Syrup to your home bar essentials.","Get ready to shake things up with Filthy Margarita Mix, the perfect addition to your next cocktail party! Made with filtered water, fresh lime juice, organic blue agave nectar, and a hint of vitamin C, this mix packs a delicious punch without any alcohol content. Whether you're entertaining guests or enjoying a night in, this gluten-free and vegan-friendly mixer is sure to impress. With only 60 calories and 0 grams of fat per serving, you can sip and savor without any guilt. Don't waste any time mixing up your next margarita—order Filthy Margarita Mix on Instacart for same-day pickup or delivery!","Raspberry lovers, get ready to elevate your cocktail game with Finest Call Raspberry Puree! This non-alcoholic mixer is made from the finest raspberries, harvested at peak season and blended to perfection. The result? A rich, velvety puree that's perfect for adding a burst of fruity flavor to your drinks. Whether you're mixing up a classic raspberry martini or experimenting with new concoctions, this puree is sure to impress. And the best part? With Instacart's same-day delivery or pickup, you can have it in your hands in no time. So why wait? Add Finest Call Raspberry Puree to your next cocktail creation and delight your taste buds with every sip."
Clamato Michelada Especial,,$4.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b519c04b-8d85-478a-aadb-a029e5638123.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_78c3a9da-428e-4f5c-8d49-1861a6a25291.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70fc5e6c-a8a0-494f-a355-fc8230c9519b.jpg 4x",,,"Making cocktails with Clamato just got easier with Clamato Michelada Especial. Made with an authentic, invigorating blend flavored with tomato juice and spices, this is the easy way to make an Authentic Michelada. Whether you’re looking for a refreshing juice alternative or want to share the great taste with friends and family, it’s the perfect drink for any occasion. Clamato Michelada Especial starts with the zesty taste of Clamato – an authentic, invigorating blend of tomato juices and spices – and adds all the ingredients you love, like Worcestershire sauce, hot sauce, jalapeño, lime juice, salt and black pepper. Then they are all perfectly blended for that perfect combination of flavors just the way you like it. Enjoy the delicious flavor of Clamato Michelada Especial with beer, on its own, in a Bloody Mary, or even your favorite food dishes. Get more of the taste you love with Clamato Michelada Especial. Please drink responsibly.","Water, Tomato Concentrate, High Fructose Corn Syrup, Salt, Citric Acid, Monosodium Glutamate, Spices, Onion Powder, Garlic Powder, Maltodextrin, Jalapeno Pepper Puree, Vinegar, Chili Pepper Powder, Autolyzed Yeast Extract, Chipotle Pepper Puree, Natural Flavors, Ascorbic Acid (to Maintain Color), Dried Clam Broth, Malic Acid, Caramel Color, Disodium Inosinate And Guanylate, Acacia Gum, Red 40.",,,,,,,,,,
Torani Classic Hazelnut Syrup,,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f0fb19be-ef37-48ac-b387-a37aa6105cfd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_07ac800c-e32d-4140-bf65-f5b70b8635a6.png 4x",Gluten Free,,"Are you in Italy? Take a sip and let yourself daydream. Add hazelnut flavor to your latte, and imagine resting under a hazel tree – your drink in one hand, a good book in the other. Toasty as you'd expect. But the fun part comes from a bit of saltiness and a slight creamy finish. Flavor for all. Opportunity for all.","Pure Cane Sugar, Water, Natural And Artificial Flavors, Citric Acid, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Caramel Color.","Flavored Brewed Coffee: 1 cup coffee. Splash of torani. Milk or cream, to taste.",Provided by retailers,,,,,,,,
"Twang Lemon Lime, Beer Salt",,$2.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e2c6fe99-a5bd-4226-b0a8-84a90f08bbdf.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_46f1845e-9373-431f-b969-062da6f77f4a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_46ec4f79-c612-491b-a4be-1ea8f832b4f9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e700b25-7c17-4dc2-8cef-556c502fe589.JPG 4x",,,"These lemon-lime beer salts are a favorite with beer but also serve as an excellent seasoning for veggies and meat, or the perfect substitute for lemon or lime in any recipe. Inspired by the long-standing Mexican tradition of garnishing beer with lime, they have been loved by beer drinkers for more than 20 years. The tangy combination of natural lemon-lime and salt adds an exciting new twist to the drinking experience. With unique, eye-catching packaging, this flagship product remains the Twang brand's top seller.,• Pack of 24 1.4-oz. bottles,• Excellent seasoning for veggies and meat,•","Salt, Citric Acid, Sodium Citrate, Natural Lemon, Natural Lime And Tricalcium Phosphate (flow Agent).",{},,,,,,,,,
"Stirrings Martini Cocktail Mixer,",,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_568dfee4-3bf4-4e91-96b5-5e5e74f504f9.png 4x,,,"Classic cocktails are always in style with Stirrings, we make crafting a Dirty Martini easy with our Dirty Martini mixer that uses imported olive brine, filtered water and just the right amount of salt. This mixer is an olive lover's delight. With Stirrings olive brine recipe, you choose how light or how dirty you want your martini.,• Made with imported olive brine,• Pure Cane Sugar,• Real Fruit Juice,• No Artificial Preservatives","Water, Olive Juice, Salt, Lactic Acid, Natural Flavor",Best enjoyed however you enjoy it - perfect with a splash of this and a squeeze of that,,,,,,,,,
Master of Mixes Margarita Lite,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf926e2a-72a7-4847-b1c5-e7204ca932a8.png 4x,,,"Craft ingredients. Superior cocktails. Mixer: With limes straight from Mexico's coast, you're not missing any authentic margarita flavor in this Lite variety. Pour with pride! All-natural flavors. Our Promise: Small, hand crafted batches featuring only the most renowned varieties of fruit sourced from the world's premier growing regions.,• No Added Sugars,• Kosher","Water, Lime Juice From Concentrate, Citric Acid, Natural Flavor, Sodium Citrate, Sodium Benzoate (to Preserve Freshness), Sucralose, Sodium Metabisulfite (antioxidant - Contains Sulfites), Fd&c Yellow #5, Fd&c Blue #1.","Shake before using.,Refrigerate after opening.",Contains sulfites,,,,,,,,
Mr & Mrs T Original Margarita Mix,,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_32c4026b-0ab7-49fb-9887-6dd363f08b31.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_90b2bbcf-8605-4fee-b7ea-15b1b5018269.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_97fd87e5-5fa4-45b7-8225-04446ddd0bf0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e265e891-9997-48c5-ba01-b9a3118a50bb.jpg 4x",Gluten Free,,"Serve up some fun at your next party or family gathering with Mr & Mrs T’s Margarita Mix. Created by Herb and June Taylor in Los Angeles, Mr & Mrs T has been making quality mixers since 1960. Made with Cane Sugar and Real Agave for a made-from-scratch taste, The Margarita Mix is ready to be mixed with your favorite spirits right out of the bottle. Available in an assortment of flavors from sweet to savory and sourced from only the most premium ingredients, you can taste the quality in every sip of every Mr & Mrs T’s Mixers. A guaranteed crowd-pleaser, The Margarita Mix blends tangy lime with a squeeze of orange flavors for a sweet taste. It’s then perfected with just the right amount of perfected with agave nectar. You can also enjoy the great taste as a virgin cocktail. Mix delicious Margaritas like a pro with the taste of Mr & Mrs T’s Margarita Mix. Please enjoy responsibly.","Water, Cane Sugar, Citric Acid, Agave Nectar, Sodium Citrate, Sodium Hexametaphosphate, Cellulose Gum, Potassium Sorbate (preservative), Acacia Gum, Polysorbate 60, Natural Flavors, Ester Gum, Sodium Metabisulfite (preservative), Yellow 5, Blue 1","Salt. Cocktail glass rim, if desired. Blend 4 fl oz of magrarita mix, 1.5 fl oz of tequila and 1/2 cup ice until smooth. Pour. into glass. Garnish with lime wedge. Makes about 8 cocktails.,For best taste, refrigerate after opening.",Contains: sulfites.,,,,,,,,
"Stirrings Margarita Mix, Non Alcoholic Cocktail Mixer",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2033ad24-1a6c-4156-a74d-3fe227e6f437.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e99a069b-55ed-4d1a-beeb-3a6aa6c9c3b9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a9829921-4bc2-4e51-a525-db63c69b9262.jpg 4x",,,"Enhance your drinking experience with Stirrings Margarita Mix. This margarita cocktail mixer is made with real key lime juice and pure cane sugar, perfectly balanced with triple sec flavor for a delicious high quality alcohol mixer. Simply add tequila, mezcal or a spirit of your choice with just one bottle to stir up eight delicious cocktails. Add soda or seltzer water in place of spirits for a virgin cocktail. Stirrings Margarita Mix has no artificial preservatives for a cocktail mix that not only tastes good, but you can feel good about it. Store Stirrings Margarita Mix in the refrigerator until you’re ready to enjoy remarkable cocktails of your choice with little calories per serving. With Stirrings non alcoholic cocktail mixers, you can create a variety of tasty alcoholic beverages and mixed drinks like Mojitos, Cosmopolitans, Palomas and more!,• One 750ml bottle Stirrings Margarita Mix non alcoholic cocktail mixer,• Stirrings Margarita Mix delivers a flavorful combo of key lime juice, pure cane sugar, triple sec flavor and no artificial preservatives,• Add tequila, mezcal or your favorite spirits to Stirrings Margarita Mix for delicious cocktails,• Make a wide variety of mixed drinks and cocktails with this cocktail mixer, like delicious margaritas, palomas or daiquiris,• Store Stirrings Margarita Mix in the fridge to have a chilled drink mixer ready whenever you feel like making flavorful alcoholic beverages","Water, Key Lime Juice From Concentrate (Water, Key Lime Juice Concentrate), Cane Sugar, Citric Acid (For Flavor) Natural Flavor, Triple Sec Flavor",Best enjoyed however you enjoy it - perfect with a splash of this and a squeeze of that,Reject if button is up.,,,,,,,,
Mr & Mrs T Margarita Mix,,$9.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_09cded59-34ba-42db-9b12-5bad7a8b1555.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_50cb5225-3d34-4b20-b02d-5c26d41aec5d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f656fe4d-799c-47fc-8e1a-533f9f840811.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb01b071-754c-42b9-ac7a-648ce37c70c2.jpg 4x",,,"Serve up some fun at your next party or family gathering with Mr & Mrs T’s Margarita Mix. Created by Herb and June Taylor in Los Angeles, Mr & Mrs T has been making quality mixers since 1960. Made with Cane Sugar and Real Agave for a made-from-scratch taste, The Margarita Mix is ready to be mixed with your favorite spirits right out of the bottle. Available in an assortment of flavors from sweet to savory and sourced from only the most premium ingredients, you can taste the quality in every sip of every Mr & Mrs T’s Mixers. A guaranteed crowd-pleaser, The Margarita Mix blends tangy lime with a squeeze of orange flavors for a sweet taste. It’s then perfected with just the right amount of perfected with agave nectar. You can also enjoy the great taste as a virgin cocktail. Mix delicious Margaritas like a pro with the taste of Mr & Mrs T’s Margarita Mix. Please enjoy responsibly.","Water, Cane Sugar, Citric Acid, Agave Nectar, Sodium Citrate, Sodium Hexametaphosphate, Cellulose Gum, Potassium Sorbate (preservative), Acacia Gum, Polysorbate 60, Natural Flavors, Ester Gum, Sodium Metabisulfite (preservative), Yellow 5, Blue 1","Margarita: 1. Apply a salt rim to a cocktail glass If desired. 2. In a blender, combine 4 fl or Mr & Mrs T Original Margarita MIx.1.5 Fl oz tequila and 0.5 cup of ice. 3. Blend 10 seconds or until smooth (Also delicious served on-the-rocks). (4) Pour Into a cocktail glass and garnish with a lime wedge as desired. Servings: Must be 21 older. Enjoy responsibly.,For best taste refrigerate after opening.",,,,,,,,,
Zing Zang Bloody Mary Mix,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94dca8c0-b87f-4800-812d-294b72f5e155.png 4x,,,"The award winning bloody mary mix. Non-alcoholic. Our distinctive 7 vegetable juice blend and complex array of Seasonings provide a unique, bold flavor that makes the perfect Bloody Mary. It's all you need! www.zingzang.com. (hashtag)HowDoYouZingZang. For information call toll free 1-888-891-7489. Made in USA.","Tomato Puree (water, Tomato Paste), Vegetable Juice Blend (carrot, Celery, Parsley, Beet, Lettuce, Watercress, Spinach), Distilled Vinegar, Seasoning (salt, Hydrolyzed Vegetable Protein {corn, Yeast, Soy, Wheat Gluten}, Sugar, Modified Corn Starch, Monosodium Glutamate, Onion, Spice, Disodium Inosinate And Guanylate, Spice Extract), Lea & Perrins Worcestershire Sauce (distilled White Vinegar, Molasses, Water, Sugar, Anchovies, Onion, Tamarind, Salt, Garlic, Cloves, Chili Pepper Extract, Natural Flavor) Celery Salt, Celery Seeds, Black Pepper, Sodium Benzoate, Potassium Sorbate (preservatives), Pepper Sauce (vinegar, Red Pepper, Salt).","Shake well before using!,Enjoy Zing Zang's delicious spicy flavor on its own or add your favorite spirit and garnish to make your own cocktail creation.,Refrigerate after opening.","Contains fish (anchovies), soy, wheat gluten.",,,,,,,,
Distributed Consumables Jose Cuervo Margarita Salt,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_554db2f5-bb26-4839-8a7e-865834de70fc.jpg 4x,,,Classic rimming salt with juicer tub lid. Don't make your next margarita without it!,Salt.,{},,,,,,,,,
"Zing Zang Amazing Classic Margarita Mix, Non-Alcoholic Cocktail Mixer",,$6.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10792123-a042-44e3-8013-b4d1dd7c583d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_45163dd0-467e-41ff-a86c-53787563e6ae.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4234e351-815e-4cb1-86a7-d226568c0998.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7e4b0adc-a0b4-4007-abcf-10fe4b43fb07.png 4x",,,"Whether you're in the mood for a classic margarita or a refreshing cocktail with a citrus-forward taste, Zing Zang Classic Margarita Mix is the amazing choice. Crafted with real ingredients including lime juice, Key lime juice, grapefruit juice, blue agave nectar and pure cane sugar, this award-winning, premium cocktail mixer has a delicious taste that creates the perfect margarita. Simply add tequila and ice for a bartender-quality margarita, or experiment with different spirits, like mezcal or vodka, to create your own signature cocktail. And if you're looking for a non-alcoholic option, this citrusy margarita mixer pairs perfectly with club soda or sparkling water for a tasty mocktail. Let Zing Zang Margarita Mix elevate your cocktail game and impress your guests with its authentic, fresh-squeezed taste. In addition to its classic Margarita Mix, Zing Zang also offers a range of other award-winning, premium margarita mixers and cocktail mixes, including Strawberry Margarita-Daiquiri, Mango Margarita, Sweet & Sour, Pina Colada, Bloody Mary and Blazing Bloody Mary. Take your party or gathering to the next level and kick off the good times with a taste that makes every sip legendary. Zing Zang is always bold and always ready.,• WHAT YOU GET: One 32 fl oz bottle of Zing Zang Margarita Mix, non-alcoholic drink mix,• REAL FRUIT JUICES: Crafted with lime, Key lime and grapefruit juices with blue agave nectar and pure cane sugar,• QUALITY INGREDIENTS: Does not contain high fructose corn syrup or artificial flavors,• JUST ADD SPIRITS: Add tequila for a delicious classic margarita, or use your favorite spirits to create bartender-quality cocktails,• AUTHENTIC TASTE: Tasty drink mixer creates delicious and refreshing margaritas and mocktails with a fresh-squeezed taste,• CONVENIENT PACKAGING: Easy to open, pour and store, the 32 fl oz bottle is perfect for a party, tailgate or to keep the home pantry stocked,• COCKTAIL MIX LEADER: Enjoy other great-tasting Zing Zang cocktail mixers including Mango Margarita, Pina Colada, Sweet & Sour, Daiquiri and more","Filtered Water, Cane Sugar, Juice Blend (Filtered Water and Concentrated Juices of Lime, Key Lime, and White Grapefruit), Blue Agave Nectar, Salt, Stevia Leaf Extract, Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid, FD&C Yellow #5, FD&C Blue #1.","Good times start here. Zing Zang Classic Marg: 4 oz. Zing Zang Margarita Mix, 1 1/2 oz of your favorite tequila, pour over ice and garnish with lime. Want a Mocktail? Swap out the tequila with your favorite sparkling water! Visit zingzang.com for more recipes! Real fruit means real pulp, so shake it up before you pour!,Please refrigerate after opening.",,,,,,,,,
"Master of Mixes Liqueur, Alcohol-Free, Triple Sec, Premium",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_167c28a2-a6fa-4ad8-8029-a48e1d7adde7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f58bb12b-edac-4df3-876c-06590613a5df.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf9b34cc-80a5-4133-9472-52621439fdcf.png 4x",,,"Premium orange oils. Pure cane sugar. Simply squeeze. Cocktail essentials. Pour with pride.,• Gluten Free,• Kosher,• Vegan","Water, Sugar, Citric Acid, Natural Flavor, Sodium Benzoate and Sodium Metabisulfite (to Preserve Freshness - Contains Sulfites).",Refrigerate after opening.,Contains sulfites.,,,,,,,,
"Fever-Tree Bloody Mary Mix, Classic",,$9.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f04a439b-041b-4802-8359-dddae891e548.jpg 4x,,,"Made with the finest Californian tomatoes & a unique blend of spices for a complex, yet balanced flavor. Mix with vodka for a deliciously bold & spicy Bloody Mary. Simply add vodka. Mix with the best. At Fever Tree, everything we do is driven by taste. Since founding our brand in 2005, we've never stopped in our quest to create the best tasting mixers, traveling the globe in pursuit of the finest ingredients. - Charles & Tim, Fever-Tree Co-Founders. No artificial sweeteners. Please recycle.,• No Artificial Sweeteners","Water, Tomato Paste, Distilled Vinegar, Lemon Juice From Concentrate, Cane Sugar, Worcestershire Sauce (apple Cider Vinegar, Water, Molasses, Tamari Soy Sauce (water, Soybeans, Salt, Alcohol, Koji), Cane Sugar, Salt, Tamarind, Ginger, Lemon Juice Concentrate, Garlic Powder, Onion Powder, Xanthan Gum, Shiitake Mushroom Powder, Allspice, Red Pepper, Orange Extract, Clove, Natural Smoke Flavoring, Lemon Extract), Horseradish (horseradish, Water, Distilled Vinegar, Salt), Sea Salt, Onion Powder, Citric Acid, Garlic Granules, Black Pepper, Cayenne Pepper, Natural Flavorings, Celery Seed","Product may separate naturally. Shake well before serving.,The Perfect Serve: 1.5 oz Premium vodka; 4 oz Classic Bloody Mary Mix. Mix well, serve over ice and garnish with a celery stalk. Makes 6 cocktails.,Keep refrigerated after opening and consume within five days. Do not store in direct sunlight - Natural color may fade.,Best if used by - see shoulder of bottle.",Contains: soy,,,,,,,,
