Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Soy Free,Peanut Free,Treenut Free,"Enjoy the delicious taste of chorizo with El Burrito Organic Soyrizo Meatless Soy Chorizo. Made with non-GMO soybeans and free of cholesterol and preservatives, this vegan product has 60% less fat than traditional chorizo. The seasoning blend includes spices, chile pepper, onion powder, garlic powder, and sea salt for a flavor that's hard to resist. This gluten-free and kosher product is also organic and vegetarian. Quick fry on high heat after removing the casing and savor the rich aroma. With only 90 calories per serving, this product is a healthy addition to your meal. Get yours today through Instacart for same-day delivery or pickup!","Craving a meat alternative that is both delicious and healthy? Look no further than Upton's Naturals Lightly Seasoned Shredded Jackfruit. This vegan and vegetarian option is made with only natural ingredients, including organic jackfruit, garlic, and onion. Plus, it's gluten-free and low in fat for guilt-free indulgence. With five grams of fiber per serving, this shredded jackfruit is perfect for adding to tacos or salads for a filling meal. Each container has two servings so you can enjoy it now and later. Order it today on Instacart for same-day delivery or pickup!",Egg Free,Fish Free,Wheat Free,"For a protein-packed meal that's sure to satisfy, try Wildwood Grilling Tofu, Organic, High Protein, Super Firm. Made with organic soybeans and gluten-free ingredients like magnesium chloride and calcium sulfate, this tofu is super firm and perfect for grilling or pan-frying. With 14 grams of protein per serving and only 130 calories, it's a great choice for vegetarians and vegans looking to boost their protein intake. Keep it refrigerated as it's perishable. You'll love the taste and texture of this organic tofu in your favorite recipes. Get it delivered to your doorstep or pick it up at a store with Instacart same-day delivery or pickup.",Milk Free
Lightlife Organic Tempeh Crumbles,,$5.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_63e24342-aee1-40b9-877e-dffdc3ff9c86.png 4x,,"Cultured Organic Soybeans (organic Soybeans, Lactic Acid From Plant Sources), Water, Organic Soybean Oil, Salt, Organic Dehyrated Garlic, Organic Black Pepper, Organic Dehydrated Onion, Organic Brown Rice","Simple to prepare. Preferred method. Skillet- add 2 tbsp of oil to a non-stick pan and preheat over medium-low heat. Add the crumbles to the pan and break up any larger chunks with a spoon, as desired. Cook for 3-5 minutes until warm and lightly browned. Microwave: Remove crumbles from packaging and place in a microwave safe container. Microwave on high for 30-60 seconds. Let stand for one minute. Wattages may vary.,Try on your favs: salads/bowls, pasta, stir fry.,Keep refrigerated. For Food Safety: Keep refrigerated. Use or freeze within 3-5 days of opening.",Contains: soy.,,,,,,,,,,,,
"Azumaya Tofu, Extra Firm",,$4.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cebb6804-5635-4376-bbf4-cb9afe8897de.jpeg 4x,Pasteurized. No preservatives.,"Water, Whole Soybeans, Calcium Sulfate, Nigari (sea Water Extract).",Perishable. Keep refrigerated unused portion: Add water and store covered in refrigerator change water daily and use within 5 days.,Contains: soy.,,,,,,,,,,,,
Tofurky Kielbasa Polish-Style Meatless Sausage,$6.49,$6.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f6e2e475-82ca-4567-800d-652f95a77ed2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd26350d-f69b-47f7-87ad-0def264f496a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_60f3b29c-6f3b-4dc2-9db3-d132f00a4d4f.png 4x","Still family owned & independent since 1980. A peppery polish-style sausage with plenty of onion and garlic. Gets along great with potatoes, red cabbage or sauerkraut. It's also happy in a bun! Certified B Corporation.","Vital Wheat Gluten, Tofu (water, Soybeans, Magnesium Chloride, Calcium Chloride), Water, Expeller Pressed Canola Oil, Onions, Soy Sauce (water, Soybeans, Wheat, Salt), Soy Flour And/or Concentrate, Granulated Garlic, Contains Less Than 2% Of Garlic Puree, Sea Salt, Spices, Cane Sugar, Potassium Chloride","Grill: For 3-4 min., turning occasionally. Microwave: On high for 30 seconds. Stovetop: Saute in light oil until browned, or boil in water for 90 seconds.,Keep refrigerated/ok to freeze.","Contains: soy, wheat.",,,,,,,,,,,,
Big Mountain Foods Soy-Free Fava Tofu,,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_784d7cb8-9746-4fb8-acd2-95fd265834e8.png 4x,"Whether you're a tofu enthusiast or just dipping your toes into the plant-based world, this tofu is a game-changer. It's not your regular tofu – it's tofu without the soy, crafted for those who want a tasty, protein-packed alternative. Perfectly versatile, it soaks up flavors like a champ, making your stir-fries, salads, and wraps a symphony of deliciousness. Embrace a new era of plant-based goodness with our Soy-Free Tofu!","Fava beans, Water, Sea Salt, Calcium Sulfate","Cook Tofu Like A Pro: Remove from packaging. Place on a plate and press lightly with a paper towel to release excess water. The tofu can be baked, fried. Steamed or broiled. To Fry: Add a tbsp of oil to a frying pan. Cut tofu into cubes and fry each side until crisp and golden. Don't forget the seasoning!,Keep us in the fridge.,For optimal freshness, consume within 3 days of opening. Best before date listed on bottom.",,Gluten Free,,,,,,,,,,,
"House Foods Tofu, Premium, Medium Firm",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a41d4e81-67ed-4e61-92ec-9d4d8cb172a0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5109df3c-18e9-4919-96ba-b607c83a5780.png 4x",Pasteurized with Double Cooling System for premium quality. Delicious in soups and lasagnas! No preservatives. How firm is medium firm? 3. Non GMO Project verified. Nongmoproject.org. Certified gluten-free. Cook Up Happiness. www.house-foods.com. Made with US soybeans.,"Water, Soybeans, Calcium Sulfate",Perishable. Keep refrigerated. Store in water.,,,,,,,,,,,,,
"O Organics Tofu, Firm",,$4.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4168f182-80db-4300-8a42-420bbdbf9378.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_daafa15e-fc15-4d38-8a55-4cab4a0780d0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c0a115b-0da5-4855-921f-f706d62aa705.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3278d1ac-184b-4470-82bf-3090d2386a65.png 4x",Drained Wt: 14 oz (397 g). USDA organic. Per 1/5 Piece: 70 calories; 0 g sat fat (0% DV); 15 mg sodium (1% DV); 0 g total sugars. Certified organic by Quality Assurance International. Quality & satisfaction guaranteed or your money back. SmartLabel.,"Water, Organic Soybeans, Coagulants (calcium Sulfate, And/or Nigari [magnesium Chloride] And/or Glucono Delta-lactone).",Perishable. Keep refrigerated. Do not freeze.,Contains: soy.,,,,,,,,,,,,
Upton's Naturals Traditional Seitan in Chunks,,$6.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5550b00b-a9b4-457c-acbd-73dee1d3fb2d.png 4x,"Upton's Naturals Traditional Seitan. 100% Vegan. Low in carbs and fat. Good source of protein. Cholesterol free. Oil free, no GMOs. Zero trans fat. Est. 2006.","Ingredients: Water, Vital Wheat Gluten, Soy Sauce (water, Soybeans, Wheat, Salt), Whole Wheat Flour, Sea Salt, Garlic, Onion.","Cooking Instructions: Lightly coat a pan with oil (option) and cook over medium heat or 3-5 minutes, or until heated through. Can be baked into your favorite recipes.,Storage Instructions: Keep refrigerated or frozen. Once opened, enjoy within 5 days. From frozen, run package under cold water for 10 minutes or thaw in refrigerator for 24 hours.","Contains: wheat, soy.",,,,,,,,,,,,
"Beyond Meat Beyond Meat Beyond Sausage, Plant-Based Sausage Links, Sweet Italian Style",,$16.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_640eed04-3df2-46a9-950c-615ff80f147f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac680489-62c5-4777-818b-2a6ee6a37fc0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d5983f58-5e8e-4226-9bcf-0449c74d8a76.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea500ddd-cac6-4b49-a803-57e4e7e4e9fc.png 4x","From grill to frying pan, Beyond Sausage is stuffed with delicious flavor and satisfying sizzle. It's also an excellent source of protein (16g per serving), has no cholesterol, and is lower in saturated fat (35% less than a leading brand of pork sausage). Made from simple plant-based ingredients - like peas, brown rice and faba beans - our Beyond Sausage has no GMOs, soy or gluten. Each pack contains 4 plant-based links that can be thrown in a bun, put on kebabs, sliced onto pizza or crumbled into sauce. Enjoy every bite.,See nutrition panel for fat, sat fat and sodium content.,At Beyond Meat we believe there is a better way to feed our future and that the positive choices we all make, no matter how small, can have a great impact on our personal health and the health of our planet. By shifting from animal to plant-based meat, we can positively impact four growing global issues: human health, climate change, constraints on natural resources, and animal welfare.,Our process is simple. We source the building blocks of meat directly from plants. Using heating, cooling and pressure, we create the fibrous texture of meat from plant-based proteins. Then, we mix in fats, minerals, and carbohydrates to replicate the appearance, juiciness, and flavor of meat. The result? Uncompromisingly delicious plant-based burgers, sausage, and more, no sacrifice required.,• NEW MEATIER TASTE: from grill to griddle to frying pan, a dinner sausage stuffed with delicious flavor and satisfying sizzle.,• EXCELLENT SOURCE OF PROTEIN: 16 grams of plant-based protein per serving from peas and brown rice. See nutrition panel for fat, sat fat and sodium content.,• BETTER-FOR-YOU: each serving has 40% less saturated fat than a leading brand of pork sausage and 0mg of cholesterol per serving.,• LESS IS MORE: made with simple, plant-based ingredients with no GMOs, no soy, or gluten; and it's kosher. All of Beyond Meat products are vegan and have no added antibiotics or hormones.,• 4 PLANT-BASED LINKS PER PACK: in pasta, on a kebab, crumbled into a sauce - enjoy every bite.,• Gluten Free","Water, Pea Protein+, Refined Coconut Oil, High Oleic Sunflower Oil, 2% Or Less Of: Natural Flavors, Brown Rice Protein, Methylcellulose, Potato Starch, Faba Bean Protein, Fruit And Vegetable Juice Color, Salt, Apple Fiber. Calcium Alginate Casing.","Safe Handling Instructions: This product was prepared from inspected and passed meat and/or poultry. Some food products may contain bacteria that could cause illness if the product is mishandled or cooked improperly. For your protection follow these handling instructions: Keep refrigerated or frozen. Thaw in refrigerator or microwave. Keep raw meat and poultry separate from other foods. Wash working surfaces (including cutting boards), utensils, and hands after touching raw meat or poultry. Cook thoroughly. Keep hot foods hot. Refrigerate leftovers immediately or discard.,Cook Method: Non-Stick Pan/Skillet: Preheat pan to medium to medium-high heat. Add 2 links at a time and cook for 12-13 minutes until the sausages turn brown and inner temperature reaches 165 degrees F. Turn frequently (roughly every 1-2 minutes). Grill: Preheat covered grill to 500 degrees F. Lightly brush sausages with oil, grill for about 10 minutes until the sausages turn brown and inner temperature reaches 165 degrees F, turning halfway through. Do not overcook. Adjust time depending on equipment and cook conditions. Always cook to an internal temperature of 165 degrees F.,Perishable: Keep refrigerated. Storage & Prep: Keep refrigerated and use within 3 days of opening. Cook thoroughly before serving. If purchased frozen, thaw in the refrigerator before cooking. Consume within 10 days of thawing or refer to retailer applied 'best by' date sticker. Do not refreeze.",*Peas are legumes. People with severe allergies to legumes like peanuts should be cautious when introducing pea protein into their diet because of the possibility of a pea allergy. Contains no peanuts or tree nuts.,"Gluten Free,Peanut Free,Soy Free,Treenut Free",,,,,,,,,,,
"Beyond Meat Plant-Based, Original Crumbles",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b498f602-fbc6-4dc7-8e25-49aea5bc8be6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0652668c-949a-4667-ba2d-2388b124b816.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70d1f960-1d6e-42a0-9cf3-2242936bf26c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a7df1e3-c1ae-493c-82b6-da0ae8f1375c.jpg 4x","These convenient and flavorful plant-based beef crumbles add a punch of protein to any meal and go from freezer to plate in 5 minutes or less. Beyond Beef Crumbles are an excellent source or protein (14g per serving), and have no cholesterol, no saturated fat and only 3 g of total fat per serving. Made from simple plant-based ingredients - like peas - Crumbles have no GMOs, soy or gluten. Each 10 oz bag is frozen and ready to toss in chili, on pizza, nachos and beyond. See nutrition panel for fat, sat fat and sodium content.","Water, pea protein*, expeller-pressed canola oil, rice flour, spice, natural flavor, tomato powder, contains 0.5% or less: sugar, potassium chloride, citric acid, salt","Cook Method: Non-Stick Skillet Two Serving: Preheat pan to medium-high and lightly oil. Add 1 cup of frozen crumbles and saute for about 4 minutes, stirring frequently. Full bag: Preheat pan to medium-high heat with oil. Add frozen crumbles and saute for about 6 minutes, stirring frequently. Stovetop in Sauce: Bring your favorite sauce to a simmer over medium heat heat in a covered sauce pan. Add frozen plant-based crumbles to simmering sauce and cook, covered, for about 5 minutes, stirring frequently. Conventional Oven (Pizza) Preheat oven to 425 degrees F. Add frozen crumbles on top of pizza. Bake pizza for about 8 to 10 minutes or until fully cooked. Equipment may vary. Times given are approximate. Always cook to an internal temperature of 145 degrees F. Not recommended microwave or air fryer.,Perishable: Keep frozen. Storage & Prep: Store frozen. Cook from frozen.,Tear here.",*Peas are legumes. People with severe allergies to legumes like peanuts should be cautious when introducing pea protein into their diet because of the possibility of a pea allergy. Contains no peanuts or tree nuts.,,,,,,,,,,,,
"Lightlife Crumbles, Mexican, Plant-Based",,$6.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e90c6721-7f6f-4aba-ab17-9dd2e0ef64b2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a107415e-252c-498b-85f3-41133d13c315.png 4x","Ingredients you know and taste you'll love. Our Smart Ground Mexican is a zesty and flavorful plant-based crumble made with simple ingredients you know and taste you'll love. It's packed with protein but low in saturated fat for a guilt free taco you can feel great about enjoying. What we're made of. Water. Soybean. Onion. Paprika. Did you know? Many plant proteins, such as soy, are complete proteins comprised of essential amino acids your body needs. Carbon Zero: (Learn more about our commitment to carbon neutrality: Lightlife.com/carbonneautral). Made by a carbon neutral company.","Water, Soy Protein Concentrate, Less Than 2%: Barley Malt Extract, Spices, Yeast Extract, Dried Onion, Chicory Root Extract(inulin), Corn Starch, Dried Garlic, Evaporated Cane Sugar, Paprika, Salt, Sea Salt, Soy Oil, Molasses, Natural Flavor(from Plant Sources), Torula Yeast, Soy Sauce (soybeans, Wheat, Salt)","How to Prepare: Skillet (Our Favorite): Add a small drizzle of oil to a nonstick pan, preheating to medium heat. Add Smart Ground to pan, using tongs or a spoon, break up crumbles, mixing constantly for 3-4 minutes until warm and evenly browned. Microwave (1,100 Watts): Place Smart Ground on microwave-safe plate and break up crumbles. Cover with paper towel and heat on 100% power 2 to 3 minutes or until hot. Stir before serving.,For Food Safety: Keep refrigerated. Use or freeze within 3-5 days of opening.","Contains: soy, wheat.",,,,,,,,,,,,
"O Organics Tofu, Extra Firm",,$4.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6b117872-a91f-4472-b250-a3e53033fc48.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3cb3d041-7b91-4184-8316-a6501ccc2318.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3a71a6c1-43db-4bf3-bd17-9e0e2e68dd16.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f4679767-68ae-4c4f-b2ff-47f947e17ab9.png 4x",Drained Wt: 14 oz (397 g). USDA organic. Per 1/5 Piece: 80 calories; 0.5 g sat fat (3% DV); 15 mg sodium (1% DV); 0 g total sugars. Certified organic by Quality Assurance International. Quality & satisfaction guaranteed or your money back. SmartLabel.,"Water, Organic Soybeans, Coagulants (calcium Sulfate, And/or Nigari [magnesium Chloride] And/or Glucono Delta-lactone).",Perishable. Keep refrigerated. Do not freeze.,Contains: soy.,,,,,,,,,,,,
